date,dma,orders,revenue,ad_spend
2025-07-06,Tampa,168,9605.74,1099.65
2025-07-06,Orlando,158,9060.69,1144.98
2025-07-06,Portland,150,8438.01,1094.52
2025-07-06,San Diego,151,8916.73,980.71
2025-07-06,St Louis,139,8299.85,949.82
2025-07-06,Sacramento,131,7627.58,955.46
2025-07-06,Charlotte,128,7410.73,987.5
2025-07-06,Pittsburgh,123,6964.57,890.58
2025-07-06,Indianapolis,121,7058.41,905.32
2025-07-06,Nashville,141,8204.46,1037.0
2025-07-06,Austin,146,8491.86,984.07
2025-07-06,Las Vegas,145,8613.31,1002.63
2025-07-06,Columbus,120,6933.66,864.06
2025-07-06,Milwaukee,108,6552.43,766.4
2025-07-07,New York,460,26613.76,3226.97
2025-07-07,Los Angeles,442,25508.89,3272.87
2025-07-07,Chicago,320,18463.55,2323.81
2025-07-07,Dallas-Fort Worth,264,15663.63,1865.19
2025-07-07,Houston,241,14227.52,1753.9
2025-07-07,Philadelphia,225,13506.6,1639.96
2025-07-07,Washington DC,227,12726.94,1646.61
2025-07-07,Atlanta,219,13131.18,1415.76
2025-07-07,Boston,203,11874.23,1353.53
2025-07-07,San Francisco,199,11415.45,1394.09
2025-07-07,Phoenix,184,10548.0,1275.93
2025-07-07,Seattle,186,10714.85,1265.07
2025-07-07,Minneapolis,159,9175.44,1083.86
2025-07-07,Detroit,154,8750.48,1010.63
2025-07-07,Denver,139,7908.18,914.53
2025-07-07,Miami,170,9875.53,1239.18
2025-07-07,Tampa,137,8084.08,967.53
2025-07-07,Orlando,132,7660.25,965.95
2025-07-07,Portland,129,7653.13,984.85
2025-07-07,San Diego,132,7749.19,956.36
2025-07-07,St Louis,119,7098.24,835.91
2025-07-07,Sacramento,113,6604.12,780.97
2025-07-07,Charlotte,109,6318.51,840.78
2025-07-07,Pittsburgh,103,6148.29,695.5
2025-07-07,Indianapolis,99,5619.17,702.07
2025-07-07,Nashville,118,6780.23,842.07
2025-07-07,Austin,124,7356.1,874.79
2025-07-07,Las Vegas,124,7280.42,843.19
2025-07-07,Columbus,98,5620.3,654.71
2025-07-07,Milwaukee,92,5459.09,677.98
2025-07-08,New York,506,30648.6,3366.77
2025-07-08,Los Angeles,448,26032.31,3189.75
2025-07-08,Chicago,325,19152.77,2367.52
2025-07-08,Dallas-Fort Worth,287,16538.11,2095.34
2025-07-08,Houston,250,14692.78,1799.39
2025-07-08,Philadelphia,249,14636.99,1659.48
2025-07-08,Washington DC,233,13989.7,1735.37
2025-07-08,Atlanta,224,12830.51,1585.01
2025-07-08,Boston,215,12456.41,1464.4
2025-07-08,San Francisco,213,12770.59,1520.85
2025-07-08,Phoenix,197,11427.06,1391.36
2025-07-08,Seattle,186,10878.14,1277.71
2025-07-08,Minneapolis,165,9682.32,1114.44
2025-07-08,Detroit,154,9001.28,1109.55
2025-07-08,Denver,142,8261.2,932.82
2025-07-08,Miami,182,10669.65,1196.92
2025-07-08,Tampa,146,8329.72,1019.53
2025-07-08,Orlando,135,7846.05,959.01
2025-07-08,Portland,132,7578.4,889.09
2025-07-08,San Diego,135,7813.8,966.24
2025-07-08,St Louis,117,6848.15,767.06
2025-07-08,Sacramento,114,6732.78,768.3
2025-07-08,Charlotte,110,6355.53,749.83
2025-07-08,Pittsburgh,110,6360.58,753.58
2025-07-08,Indianapolis,104,6047.09,743.08
2025-07-08,Nashville,121,6904.8,832.69
2025-07-08,Austin,127,7346.98,894.33
2025-07-08,Las Vegas,122,6919.46,883.77
2025-07-08,Columbus,105,6021.49,721.66
2025-07-08,Milwaukee,96,5605.2,687.51
2025-07-09,New York,499,29146.99,3368.27
2025-07-09,Los Angeles,464,26292.05,3366.7
2025-07-09,Chicago,323,18923.56,2340.29
2025-07-09,Dallas-Fort Worth,276,15903.97,1831.72
2025-07-09,Houston,250,15335.37,1757.06
2025-07-09,Philadelphia,241,14303.89,1777.88
2025-07-09,Washington DC,232,13881.38,1583.05
2025-07-09,Atlanta,234,13268.39,1586.73
2025-07-09,Boston,216,12208.15,1418.57
2025-07-09,San Francisco,219,12864.37,1494.48
2025-07-09,Phoenix,199,11865.26,1451.33
2025-07-09,Seattle,189,10989.5,1324.48
2025-07-09,Minneapolis,173,10010.44,1241.19
2025-07-09,Detroit,160,9319.01,1191.63
2025-07-09,Denver,154,9208.02,1051.56
2025-07-09,Miami,194,11666.02,1431.15
2025-07-09,Tampa,138,7852.76,999.26
2025-07-09,Orlando,130,7228.37,942.46
2025-07-09,Portland,132,7865.95,931.64
2025-07-09,San Diego,137,7882.78,972.23
2025-07-09,St Louis,122,6979.9,794.53
2025-07-09,Sacramento,120,6940.02,822.94
2025-07-09,Charlotte,114,6510.04,713.88
2025-07-09,Pittsburgh,111,6428.67,852.78
2025-07-09,Indianapolis,114,6816.36,774.81
2025-07-09,Nashville,126,7149.69,824.96
2025-07-09,Austin,125,7109.37,887.09
2025-07-09,Las Vegas,126,7470.78,858.78
2025-07-09,Columbus,103,6028.34,738.26
2025-07-09,Milwaukee,99,5788.75,648.16
2025-07-10,New York,500,29550.29,3313.86
2025-07-10,Los Angeles,476,27899.89,3295.72
2025-07-10,Chicago,333,19039.19,2276.32
2025-07-10,Dallas-Fort Worth,297,17312.11,2077.77
2025-07-10,Houston,263,15910.7,1875.79
2025-07-10,Philadelphia,259,15037.56,1854.66
2025-07-10,Washington DC,239,13300.62,1603.99
2025-07-10,Atlanta,226,12973.62,1711.0
2025-07-10,Boston,221,12978.28,1513.34
2025-07-10,San Francisco,214,12538.76,1441.38
2025-07-10,Phoenix,208,11807.85,1493.37
2025-07-10,Seattle,196,11369.36,1452.16
2025-07-10,Minneapolis,177,10538.23,1237.29
2025-07-10,Detroit,173,10156.74,1100.95
2025-07-10,Denver,158,9042.58,1104.92
2025-07-10,Miami,201,11587.2,1383.3
2025-07-10,Tampa,149,8513.13,1043.5
2025-07-10,Orlando,142,8309.81,963.44
2025-07-10,Portland,145,8359.57,1009.96
2025-07-10,San Diego,147,8164.19,1091.73
2025-07-10,St Louis,123,7229.51,870.91
2025-07-10,Sacramento,121,6664.86,842.32
2025-07-10,Charlotte,123,7047.43,813.33
2025-07-10,Pittsburgh,111,6535.59,748.79
2025-07-10,Indianapolis,116,6774.2,834.64
2025-07-10,Nashville,126,7277.15,873.42
2025-07-10,Austin,137,7865.34,975.93
2025-07-10,Las Vegas,133,7705.93,969.71
2025-07-10,Columbus,103,6045.94,726.93
2025-07-10,Milwaukee,100,5618.5,677.05
2025-07-11,New York,549,32529.63,3936.93
2025-07-11,Los Angeles,509,30166.03,3928.02
2025-07-11,Chicago,355,20434.1,2430.42
2025-07-11,Dallas-Fort Worth,295,17059.72,1909.45
2025-07-11,Houston,284,16693.68,1886.51
2025-07-11,Philadelphia,262,14794.03,2030.47
2025-07-11,Washington DC,258,15328.99,1899.57
2025-07-11,Atlanta,232,13444.38,1633.71
2025-07-11,Boston,242,14215.05,1657.65
2025-07-11,San Francisco,224,13499.97,1502.64
2025-07-11,Phoenix,214,12036.33,1450.08
2025-07-11,Seattle,219,12745.63,1530.03
2025-07-11,Minneapolis,184,10469.8,1258.08
2025-07-11,Detroit,171,10117.9,1260.58
2025-07-11,Denver,169,9670.25,1255.05
2025-07-11,Miami,198,11689.13,1496.52
2025-07-11,Tampa,157,8979.96,1068.41
2025-07-11,Orlando,153,9064.17,994.21
2025-07-11,Portland,145,8639.33,1016.08
2025-07-11,San Diego,151,8801.11,1021.05
2025-07-11,St Louis,134,7895.83,950.23
2025-07-11,Sacramento,128,7504.98,897.54
2025-07-11,Charlotte,120,7038.4,811.19
2025-07-11,Pittsburgh,121,7014.94,829.18
2025-07-11,Indianapolis,116,6702.95,792.15
2025-07-11,Nashville,130,7771.83,909.18
2025-07-11,Austin,143,8490.99,1047.48
2025-07-11,Las Vegas,134,7729.36,906.45
2025-07-11,Columbus,109,6533.82,710.06
2025-07-11,Milwaukee,103,5847.4,721.96
2025-07-12,New York,583,34534.49,4205.9
2025-07-12,Los Angeles,513,29438.82,3686.14
2025-07-12,Chicago,377,21803.46,2830.67
2025-07-12,Dallas-Fort Worth,316,18673.59,2366.67
2025-07-12,Houston,293,16726.74,2219.51
2025-07-12,Philadelphia,294,16465.56,2098.27
2025-07-12,Washington DC,277,16286.6,1975.06
2025-07-12,Atlanta,261,15083.06,1723.94
2025-07-12,Boston,247,14326.47,1782.15
2025-07-12,San Francisco,233,13780.79,1635.82
2025-07-12,Phoenix,222,12744.17,1520.14
2025-07-12,Seattle,220,12784.77,1487.2
2025-07-12,Minneapolis,200,11452.95,1421.21
2025-07-12,Detroit,185,10789.42,1388.26
2025-07-12,Denver,177,10364.3,1170.31
2025-07-12,Miami,217,12467.89,1420.56
2025-07-12,Tampa,163,9447.9,1126.25
2025-07-12,Orlando,164,9463.21,1212.79
2025-07-12,Portland,157,8972.52,1128.62
2025-07-12,San Diego,155,8816.57,1078.37
2025-07-12,St Louis,143,8201.02,975.96
2025-07-12,Sacramento,134,8118.98,941.4
2025-07-12,Charlotte,129,7594.95,916.78
2025-07-12,Pittsburgh,126,7330.78,894.18
2025-07-12,Indianapolis,122,6998.56,901.84
2025-07-12,Nashville,155,9075.8,1039.94
2025-07-12,Austin,148,8503.37,1014.51
2025-07-12,Las Vegas,140,7897.26,1010.12
2025-07-12,Columbus,119,6955.42,832.8
2025-07-12,Milwaukee,114,6523.92,775.03
2025-07-13,New York,536,30781.47,3704.51
2025-07-13,Los Angeles,499,28739.0,3182.08
2025-07-13,Chicago,347,19944.08,2240.0
2025-07-13,Dallas-Fort Worth,305,17449.64,2242.64
2025-07-13,Houston,291,16919.77,2045.5
2025-07-13,Philadelphia,288,17310.63,1997.47
2025-07-13,Washington DC,254,14580.83,1805.84
2025-07-13,Atlanta,243,14032.15,1729.95
2025-07-13,Boston,240,13907.2,1755.28
2025-07-13,San Francisco,242,13482.78,1823.76
2025-07-13,Phoenix,221,12855.6,1627.92
2025-07-13,Seattle,212,12040.23,1465.07
2025-07-13,Minneapolis,182,10503.03,1312.88
2025-07-13,Detroit,185,10681.49,1297.99
2025-07-13,Denver,172,9699.84,1227.61
2025-07-13,Miami,205,11792.46,1460.34
2025-07-13,Tampa,160,8772.12,1064.28
2025-07-13,Orlando,151,8796.11,1041.24
2025-07-13,Portland,146,8695.73,1067.82
2025-07-13,San Diego,149,8847.03,1028.34
2025-07-13,St Louis,141,8236.37,992.98
2025-07-13,Sacramento,129,7669.41,864.62
2025-07-13,Charlotte,122,7122.62,882.29
2025-07-13,Pittsburgh,125,6999.31,800.93
2025-07-13,Indianapolis,119,6850.94,815.2
2025-07-13,Nashville,139,7996.87,1013.89
2025-07-13,Austin,148,8797.31,987.22
2025-07-13,Las Vegas,141,8037.13,924.89
2025-07-13,Columbus,118,6789.56,837.54
2025-07-13,Milwaukee,108,6324.19,745.91
2025-07-14,New York,480,28077.57,3422.06
2025-07-14,Los Angeles,445,25286.9,3369.0
2025-07-14,Chicago,307,17675.71,2104.79
2025-07-14,Dallas-Fort Worth,251,14451.41,1849.38
2025-07-14,Houston,248,14413.27,1703.37
2025-07-14,Philadelphia,238,13293.15,1673.48
2025-07-14,Washington DC,228,13101.09,1552.13
2025-07-14,Atlanta,222,12417.22,1491.67
2025-07-14,Boston,207,11895.2,1484.47
2025-07-14,San Francisco,203,11665.38,1444.02
2025-07-14,Phoenix,194,11360.63,1403.05
2025-07-14,Seattle,191,11400.07,1325.52
2025-07-14,Minneapolis,166,9741.38,1259.59
2025-07-14,Detroit,156,8766.32,1096.32
2025-07-14,Denver,155,8915.37,1039.68
2025-07-14,Miami,174,9956.99,1263.17
2025-07-14,Tampa,136,7994.75,947.05
2025-07-14,Orlando,134,7863.69,883.97
2025-07-14,Portland,121,6918.8,817.37
2025-07-14,San Diego,133,7748.9,964.09
2025-07-14,St Louis,116,6639.51,780.06
2025-07-14,Sacramento,116,6830.21,742.52
2025-07-14,Charlotte,112,6486.53,802.52
2025-07-14,Pittsburgh,105,6042.18,736.64
2025-07-14,Indianapolis,102,5756.17,706.83
2025-07-14,Nashville,114,6648.23,809.11
2025-07-14,Austin,122,6986.28,851.38
2025-07-14,Las Vegas,126,7118.99,920.12
2025-07-14,Columbus,98,5696.87,689.57
2025-07-14,Milwaukee,96,5498.15,660.18
2025-07-15,New York,491,27508.81,3211.99
2025-07-15,Los Angeles,438,25120.98,3110.53
2025-07-15,Chicago,326,18667.66,2158.3
2025-07-15,Dallas-Fort Worth,260,14894.95,1681.49
2025-07-15,Houston,258,15154.61,1783.46
2025-07-15,Philadelphia,238,13506.87,1688.05
2025-07-15,Washington DC,229,13157.79,1686.05
2025-07-15,Atlanta,223,12828.72,1641.71
2025-07-15,Boston,219,12682.47,1538.58
2025-07-15,San Francisco,196,11438.88,1346.84
2025-07-15,Phoenix,184,10957.1,1247.32
2025-07-15,Seattle,182,10007.84,1289.6
2025-07-15,Minneapolis,164,9802.14,1176.82
2025-07-15,Detroit,153,8837.44,1085.26
2025-07-15,Denver,148,8489.32,1044.03
2025-07-15,Miami,175,9995.78,1254.22
2025-07-15,Tampa,148,8583.43,1051.25
2025-07-15,Orlando,134,8037.09,943.68
2025-07-15,Portland,126,7291.74,855.45
2025-07-15,San Diego,133,7820.46,923.64
2025-07-15,St Louis,116,6707.69,766.27
2025-07-15,Sacramento,113,6751.41,790.49
2025-07-15,Charlotte,109,6175.55,777.04
2025-07-15,Pittsburgh,107,5859.27,748.33
2025-07-15,Indianapolis,106,6206.78,750.05
2025-07-15,Nashville,124,7143.85,861.16
2025-07-15,Austin,130,7279.76,906.95
2025-07-15,Las Vegas,123,7055.95,841.13
2025-07-15,Columbus,105,5975.35,781.11
2025-07-15,Milwaukee,93,5405.22,655.32
2025-07-16,New York,491,28128.76,3269.12
2025-07-16,Los Angeles,461,27255.99,3197.22
2025-07-16,Chicago,313,17972.36,1967.03
2025-07-16,Dallas-Fort Worth,277,15960.05,2028.47
2025-07-16,Houston,253,14531.14,1728.57
2025-07-16,Philadelphia,247,14453.22,1643.8
2025-07-16,Washington DC,240,13842.08,1757.04
2025-07-16,Atlanta,236,13930.52,1666.23
2025-07-16,Boston,215,12271.1,1499.81
2025-07-16,San Francisco,214,12298.23,1416.81
2025-07-16,Phoenix,199,11531.95,1414.48
2025-07-16,Seattle,199,11365.25,1567.7
2025-07-16,Minneapolis,175,10258.82,1293.04
2025-07-16,Detroit,163,9467.83,1162.97
2025-07-16,Denver,144,8446.59,938.05
2025-07-16,Miami,193,10703.28,1316.29
2025-07-16,Tampa,150,8835.65,1066.27
2025-07-16,Orlando,135,7938.4,928.96
2025-07-16,Portland,133,7932.71,960.92
2025-07-16,San Diego,134,7776.96,980.83
2025-07-16,St Louis,121,6803.56,844.54
2025-07-16,Sacramento,115,6642.55,757.52
2025-07-16,Charlotte,113,6645.15,753.16
2025-07-16,Pittsburgh,109,6501.07,749.4
2025-07-16,Indianapolis,112,6664.19,753.63
2025-07-16,Nashville,130,7266.89,906.98
2025-07-16,Austin,128,7388.5,906.44
2025-07-16,Las Vegas,119,6996.72,872.37
2025-07-16,Columbus,101,5732.13,716.42
2025-07-16,Milwaukee,102,5866.66,767.31
2025-07-17,New York,508,30017.4,3422.29
2025-07-17,Los Angeles,466,26900.9,3129.73
2025-07-17,Chicago,336,19502.96,2358.98
2025-07-17,Dallas-Fort Worth,282,16434.45,1971.06
2025-07-17,Houston,258,15159.33,1718.2
2025-07-17,Philadelphia,242,14197.91,1766.45
2025-07-17,Washington DC,242,14261.36,1618.36
2025-07-17,Atlanta,219,12972.09,1517.17
2025-07-17,Boston,215,12612.17,1460.78
2025-07-17,San Francisco,208,11685.53,1467.48
2025-07-17,Phoenix,201,11564.68,1423.55
2025-07-17,Seattle,189,11031.5,1309.04
2025-07-17,Minneapolis,181,10616.76,1201.53
2025-07-17,Detroit,166,9776.94,1134.79
2025-07-17,Denver,157,8909.02,1078.94
2025-07-17,Miami,188,10838.87,1287.51
2025-07-17,Tampa,153,8923.86,1048.82
2025-07-17,Orlando,146,8597.85,1045.57
2025-07-17,Portland,133,7583.52,912.64
2025-07-17,San Diego,139,8233.76,935.15
2025-07-17,St Louis,127,7331.44,931.13
2025-07-17,Sacramento,120,7307.35,865.5
2025-07-17,Charlotte,114,6634.51,774.86
2025-07-17,Pittsburgh,109,6504.51,775.9
2025-07-17,Indianapolis,102,5893.13,708.8
2025-07-17,Nashville,126,7211.82,871.27
2025-07-17,Austin,134,7966.92,922.15
2025-07-17,Las Vegas,131,7405.06,939.59
2025-07-17,Columbus,104,6060.8,729.16
2025-07-17,Milwaukee,96,5690.49,696.83
2025-07-18,New York,540,31370.86,3755.31
2025-07-18,Los Angeles,475,27220.56,3248.19
2025-07-18,Chicago,360,20344.06,2720.05
2025-07-18,Dallas-Fort Worth,293,16795.93,2036.19
2025-07-18,Houston,279,15978.97,1968.01
2025-07-18,Philadelphia,265,15917.76,1865.08
2025-07-18,Washington DC,254,14722.21,1721.35
2025-07-18,Atlanta,244,14134.34,1747.34
2025-07-18,Boston,233,13605.44,1579.96
2025-07-18,San Francisco,234,13390.75,1594.24
2025-07-18,Phoenix,207,11982.55,1312.1
2025-07-18,Seattle,206,11672.02,1463.14
2025-07-18,Minneapolis,184,10566.06,1276.24
2025-07-18,Detroit,180,10166.08,1352.03
2025-07-18,Denver,164,9859.67,1114.29
2025-07-18,Miami,202,11608.3,1349.1
2025-07-18,Tampa,159,9159.8,1112.53
2025-07-18,Orlando,147,8906.98,1034.7
2025-07-18,Portland,146,8647.17,1016.03
2025-07-18,San Diego,144,8274.86,966.26
2025-07-18,St Louis,138,7884.25,961.27
2025-07-18,Sacramento,126,7378.57,827.49
2025-07-18,Charlotte,124,7099.35,856.28
2025-07-18,Pittsburgh,123,6862.52,851.09
2025-07-18,Indianapolis,120,7022.4,797.31
2025-07-18,Nashville,134,7865.94,952.85
2025-07-18,Austin,139,7880.39,1012.29
2025-07-18,Las Vegas,142,8149.5,1019.48
2025-07-18,Columbus,117,6891.51,804.41
2025-07-18,Milwaukee,104,5976.07,762.87
2025-07-19,New York,559,33618.93,4094.71
2025-07-19,Los Angeles,524,31109.37,3594.17
2025-07-19,Chicago,381,21923.34,2610.44
2025-07-19,Dallas-Fort Worth,311,17774.3,2242.1
2025-07-19,Houston,307,17265.62,2209.99
2025-07-19,Philadelphia,281,16432.65,1982.73
2025-07-19,Washington DC,275,16190.68,1828.34
2025-07-19,Atlanta,259,14831.96,1828.09
2025-07-19,Boston,256,15039.19,1794.21
2025-07-19,San Francisco,243,14694.52,1737.57
2025-07-19,Phoenix,230,13714.09,1626.34
2025-07-19,Seattle,221,12587.74,1460.89
2025-07-19,Minneapolis,206,12016.17,1445.04
2025-07-19,Detroit,183,10251.32,1258.02
2025-07-19,Denver,181,10430.71,1210.88
2025-07-19,Miami,219,12783.3,1450.56
2025-07-19,Tampa,164,9437.85,1097.01
2025-07-19,Orlando,163,9476.38,1156.41
2025-07-19,Portland,157,9192.0,1047.32
2025-07-19,San Diego,163,9734.9,1083.48
2025-07-19,St Louis,140,8068.27,1012.7
2025-07-19,Sacramento,140,8245.94,973.14
2025-07-19,Charlotte,129,7336.52,885.29
2025-07-19,Pittsburgh,130,7606.47,868.26
2025-07-19,Indianapolis,125,7099.43,942.51
2025-07-19,Nashville,139,8014.5,1023.52
2025-07-19,Austin,153,8957.58,1099.78
2025-07-19,Las Vegas,150,8485.26,1150.68
2025-07-19,Columbus,122,6956.86,881.28
2025-07-19,Milwaukee,112,6360.28,782.02
2025-07-20,New York,563,31310.54,3720.97
2025-07-20,Los Angeles,521,30498.5,3545.23
2025-07-20,Chicago,361,20867.11,2641.89
2025-07-20,Dallas-Fort Worth,305,18248.17,2227.96
