date,state,orders,revenue,ad_spend
2024-09-06,IL,70,4237.47,39.91
2024-09-06,MI,40,2462.83,31.44
2024-09-06,NC,50,3021.92,48.51
2024-09-06,NY,128,7398.2,135.03
2024-09-06,OH,52,3030.09,47.49
2024-09-06,PA,58,3657.27,82.45
2024-09-06,TX,102,5814.8,112.01
2024-09-07,CA,167,10056.17,259.21
2024-09-07,FL,105,6697.88,147.23
2024-09-07,GA,66,4038.85,37.34
2024-09-07,IL,76,4725.55,100.34
2024-09-07,MI,47,2862.28,38.91
2024-09-07,NC,53,3087.11,29.08
2024-09-07,NY,140,8196.81,186.09
2024-09-07,OH,59,3748.46,40.59
2024-09-07,PA,63,3941.16,65.08
2024-09-07,TX,103,6478.41,125.39
2024-09-08,CA,181,10592.5,184.21
2024-09-08,FL,109,6306.47,163.47
2024-09-08,GA,72,4598.82,104.43
2024-09-08,IL,81,4705.73,129.41
2024-09-08,MI,46,2746.73,63.54
2024-09-08,NC,50,3014.91,69.44
2024-09-08,NY,128,8053.55,180.02
2024-09-08,OH,64,3612.87,65.42
2024-09-08,PA,68,4150.34,35.58
2024-09-08,TX,124,7230.45,96.4
2024-09-09,CA,138,8484.06,183.52
2024-09-09,FL,89,5695.75,79.46
2024-09-09,GA,60,3651.18,107.37
2024-09-09,IL,63,3636.52,37.34
2024-09-09,MI,39,2480.8,26.9
2024-09-09,NC,44,2668.33,36.34
2024-09-09,NY,112,6284.96,61.53
2024-09-09,OH,45,2788.61,36.95
2024-09-09,PA,53,3133.07,84.41
2024-09-09,TX,95,6031.83,60.56
2024-09-10,CA,136,8341.32,225.37
2024-09-10,FL,95,6053.0,81.8
2024-09-10,GA,60,3440.86,47.54
2024-09-10,IL,73,4215.24,100.95
2024-09-10,MI,39,2413.61,23.1
2024-09-10,NC,45,2849.91,45.16
2024-09-10,NY,111,7078.98,108.19
2024-09-10,OH,51,3048.25,30.38
2024-09-10,PA,56,3522.46,33.98
2024-09-10,TX,103,6256.49,95.0
2024-09-11,CA,137,8082.48,74.17
2024-09-11,FL,96,5964.04,115.82
2024-09-11,GA,59,3515.67,66.38
2024-09-11,IL,64,3651.29,47.35
2024-09-11,MI,36,2126.94,48.74
2024-09-11,NC,44,2697.42,46.79
2024-09-11,NY,116,7004.77,159.54
2024-09-11,OH,53,3115.24,31.36
2024-09-11,PA,59,3443.71,33.68
2024-09-11,TX,94,5326.24,128.72
2024-09-12,CA,148,9180.94,108.91
2024-09-12,FL,93,5385.94,102.63
2024-09-12,GA,60,3591.37,58.89
2024-09-12,IL,69,3908.67,66.48
2024-09-12,MI,38,2181.91,34.17
2024-09-12,NC,44,2492.63,32.53
2024-09-12,NY,99,5989.17,143.39
2024-09-12,OH,55,3169.03,81.89
2024-09-12,PA,53,3162.81,47.97
2024-09-12,TX,104,5928.95,116.24
2024-09-13,CA,158,9679.81,113.94
2024-09-13,FL,97,5764.15,61.48
2024-09-13,GA,63,3819.62,40.38
2024-09-13,IL,72,4501.06,106.41
2024-09-13,MI,42,2478.57,49.64
2024-09-13,NC,45,2529.93,23.7
2024-09-13,NY,121,7420.28,65.64
2024-09-13,OH,50,3153.46,57.12
2024-09-13,PA,59,3347.5,61.78
2024-09-13,TX,104,6532.33,52.72
2024-09-14,CA,153,8980.39,154.31
2024-09-14,FL,97,5914.03,126.91
2024-09-14,GA,70,4314.52,112.76
2024-09-14,IL,87,4877.42,100.48
2024-09-14,MI,41,2603.6,72.14
2024-09-14,NC,51,2877.13,33.43
2024-09-14,NY,121,6898.62,131.09
2024-09-14,OH,59,3408.05,94.05
2024-09-14,PA,64,3890.64,67.28
2024-09-14,TX,115,6469.71,79.39
2024-09-15,CA,180,10905.36,168.65
2024-09-15,FL,106,6601.87,187.6
2024-09-15,GA,67,4028.23,108.36
2024-09-15,IL,89,5295.9,64.29
2024-09-15,MI,45,2741.87,50.28
2024-09-15,NC,53,2976.09,59.15
2024-09-15,NY,142,8438.85,225.68
2024-09-15,OH,63,3768.99,91.89
2024-09-15,PA,65,3900.93,64.65
2024-09-15,TX,117,6980.32,201.01
2024-09-16,CA,141,8109.26,86.66
2024-09-16,FL,86,4829.67,150.27
2024-09-16,GA,62,3845.59,102.49
2024-09-16,IL,67,3910.75,59.58
2024-09-16,MI,38,2312.75,40.19
2024-09-16,NC,48,3003.14,82.09
2024-09-16,NY,100,5878.55,134.37
2024-09-16,OH,47,2812.69,36.92
2024-09-16,PA,52,3178.47,76.95
2024-09-16,TX,94,5378.08,103.38
2024-09-17,CA,145,8528.22,115.69
2024-09-17,FL,91,5148.71,109.13
2024-09-17,GA,59,3419.4,41.48
2024-09-17,IL,72,4547.28,127.58
2024-09-17,MI,37,2076.4,39.12
2024-09-17,NC,45,2757.65,33.91
2024-09-17,NY,126,7415.31,113.9
2024-09-17,OH,51,3047.19,58.38
2024-09-17,PA,58,3631.15,57.78
2024-09-17,TX,98,5558.79,134.15
2024-09-18,CA,148,8917.89,213.23
2024-09-18,FL,85,4957.92,145.54
2024-09-18,GA,54,3201.2,76.79
2024-09-18,IL,72,4541.06,57.12
2024-09-18,MI,39,2272.84,30.05
2024-09-18,NC,46,2609.24,48.42
2024-09-18,NY,128,7241.21,98.25
2024-09-18,OH,50,3156.73,54.82
2024-09-18,PA,60,3618.14,54.73
2024-09-18,TX,94,5880.41,146.83
2024-09-19,CA,157,10037.69,275.26
2024-09-19,FL,92,5390.68,92.92
2024-09-19,GA,59,3467.86,38.72
2024-09-19,IL,74,4642.54,50.7
2024-09-19,MI,37,2194.12,20.91
2024-09-19,NC,47,2754.0,37.98
2024-09-19,NY,125,7976.77,64.13
2024-09-19,OH,52,3247.13,64.35
2024-09-19,PA,59,3535.41,72.88
2024-09-19,TX,111,6424.8,117.74
2024-09-20,CA,148,9033.91,118.9
2024-09-20,FL,92,5609.94,144.85
2024-09-20,GA,61,3852.61,55.86
2024-09-20,IL,72,4599.93,119.59
2024-09-20,MI,40,2452.59,47.61
2024-09-20,NC,45,2640.42,68.66
2024-09-20,NY,124,7426.18,129.77
2024-09-20,OH,54,3168.08,31.95
2024-09-20,PA,61,3430.91,63.44
2024-09-20,TX,104,5831.94,96.26
2024-09-21,CA,163,10421.51,175.69
2024-09-21,FL,101,5684.21,139.47
2024-09-21,GA,68,4247.12,45.58
2024-09-21,IL,81,4908.19,60.87
2024-09-21,MI,44,2632.82,54.39
2024-09-21,NC,49,3078.09,27.34
2024-09-21,NY,133,7648.5,126.86
2024-09-21,OH,60,3371.43,83.86
2024-09-21,PA,66,4085.91,65.24
2024-09-21,TX,113,6690.24,172.09
2024-09-22,CA,172,10666.27,95.87
2024-09-22,FL,114,6656.97,184.57
2024-09-22,GA,72,4418.02,108.86
2024-09-22,IL,81,4833.9,58.23
2024-09-22,MI,42,2504.72,41.65
2024-09-22,NC,57,3199.37,82.48
2024-09-22,NY,137,8032.68,142.36
2024-09-22,OH,63,3683.69,48.08
2024-09-22,PA,65,4037.98,63.9
2024-09-22,TX,120,6782.02,204.27
2024-09-23,CA,140,8127.13,134.07
2024-09-23,FL,83,4838.53,99.64
2024-09-23,GA,52,3299.4,75.97
2024-09-23,IL,70,4001.35,122.6
2024-09-23,MI,38,2426.28,57.22
2024-09-23,NC,43,2646.95,43.81
2024-09-23,NY,105,6181.62,180.57
2024-09-23,OH,51,3231.02,29.1
2024-09-23,PA,54,3376.65,60.97
2024-09-23,TX,93,5422.32,61.63
2024-09-24,CA,147,8551.79,156.49
2024-09-24,FL,90,5149.89,156.13
2024-09-24,GA,56,3334.39,80.45
2024-09-24,IL,72,4350.86,87.28
2024-09-24,MI,36,2208.82,44.33
2024-09-24,NC,46,2727.13,32.87
2024-09-24,NY,117,6647.95,97.61
2024-09-24,OH,52,3236.24,76.88
2024-09-24,PA,56,3431.51,33.87
2024-09-24,TX,102,6205.43,152.76
2024-09-25,CA,144,8136.13,138.47
2024-09-25,FL,95,5801.74,165.7
2024-09-25,GA,58,3500.48,65.26
2024-09-25,IL,71,4009.63,43.81
2024-09-25,MI,39,2396.78,45.17
2024-09-25,NC,47,2674.92,68.87
2024-09-25,NY,117,6729.86,190.15
2024-09-25,OH,54,3223.03,88.11
2024-09-25,PA,60,3511.16,45.8
2024-09-25,TX,94,5910.42,151.25
2024-09-26,CA,149,8449.84,158.41
2024-09-26,FL,97,5475.59,143.25
2024-09-26,GA,58,3463.05,62.91
2024-09-26,IL,74,4419.21,83.09
2024-09-26,MI,37,2298.84,27.21
2024-09-26,NC,46,2850.04,24.26
2024-09-26,NY,114,6769.09,152.63
2024-09-26,OH,51,3189.79,86.83
2024-09-26,PA,59,3564.57,73.6
2024-09-26,TX,102,6515.31,99.76
2024-09-27,CA,160,9054.06,224.39
2024-09-27,FL,99,5836.99,147.04
2024-09-27,GA,58,3683.32,38.35
2024-09-27,IL,81,5078.91,94.39
2024-09-27,MI,38,2192.73,46.59
2024-09-27,NC,48,2780.06,49.05
2024-09-27,NY,134,7972.22,144.93
2024-09-27,OH,55,3113.26,91.83
2024-09-27,PA,60,3779.56,84.73
2024-09-27,TX,110,6710.96,176.05
2024-09-28,CA,167,9892.02,297.42
2024-09-28,FL,100,5912.59,144.34
2024-09-28,GA,62,3829.83,36.5
2024-09-28,IL,77,4424.03,80.71
2024-09-28,MI,41,2483.15,31.22
2024-09-28,NC,53,3080.32,93.43
2024-09-28,NY,129,7265.67,73.14
2024-09-28,OH,62,3489.23,58.24
2024-09-28,PA,67,4007.97,49.57
2024-09-28,TX,120,7055.86,167.68
2024-09-29,CA,173,10727.13,161.8
2024-09-29,FL,107,6633.44,144.71
2024-09-29,GA,70,4203.11,48.6
2024-09-29,IL,85,5231.35,151.78
2024-09-29,MI,44,2516.85,23.4
2024-09-29,NC,56,3449.93,84.47
2024-09-29,NY,141,8338.83,223.23
2024-09-29,OH,63,3959.81,41.09
2024-09-29,PA,66,4185.12,38.32
2024-09-29,TX,113,6330.97,107.99
2024-09-30,CA,146,8582.89,194.31
2024-09-30,FL,88,5468.93,142.32
2024-09-30,GA,51,3086.08,59.98
2024-09-30,IL,68,3948.22,112.84
2024-09-30,MI,36,2298.7,44.16
2024-09-30,NC,40,2408.91,56.44
2024-09-30,NY,97,5999.71,94.88
2024-09-30,OH,51,2984.0,44.96
2024-09-30,PA,53,3136.71,35.87
2024-09-30,TX,93,5267.43,133.5
2024-10-01,CA,160,9496.37,229.29
2024-10-01,FL,94,5491.96,97.34
2024-10-01,GA,55,3367.88,42.5
2024-10-01,IL,68,4212.43,84.95
2024-10-01,MI,36,2144.81,47.52
2024-10-01,NC,46,2818.42,74.52
2024-10-01,NY,115,6551.41,123.94
2024-10-01,OH,54,3116.94,69.32
2024-10-01,PA,59,3390.93,50.97
2024-10-01,TX,91,5540.09,98.11
2024-10-02,CA,146,8969.13,143.63
2024-10-02,FL,88,5070.68,81.82
2024-10-02,GA,60,3473.98,69.76
2024-10-02,IL,77,4642.08,55.85
2024-10-02,MI,42,2492.97,64.82
2024-10-02,NC,50,3040.34,25.5
2024-10-02,NY,113,6780.08,61.34
2024-10-02,OH,54,3352.06,54.78
2024-10-02,PA,63,3580.47,104.8
2024-10-02,TX,105,6506.28,79.63
2024-10-03,CA,149,9391.66,85.57
2024-10-03,FL,96,6084.51,120.82
2024-10-03,GA,68,3969.55,84.55
2024-10-03,IL,78,4679.71,79.81
2024-10-03,MI,41,2457.45,71.37
2024-10-03,NC,46,2674.5,70.58
2024-10-03,NY,111,6840.2,77.39
2024-10-03,OH,49,2822.04,29.73
2024-10-03,PA,57,3607.03,33.76
2024-10-03,TX,104,6352.24,61.55
2024-10-04,CA,156,9383.33,187.01
2024-10-04,FL,97,5917.87,95.04
2024-10-04,GA,61,3515.67,42.51
2024-10-04,IL,72,4112.2,93.09
2024-10-04,MI,43,2447.65,27.33
2024-10-04,NC,52,3153.95,73.06
2024-10-04,NY,118,7179.09,114.33
2024-10-04,OH,51,2902.64,41.26
2024-10-04,PA,63,3996.92,81.42
2024-10-04,TX,105,6533.54,91.17
2024-10-05,CA,174,11018.83,262.56
2024-10-05,FL,103,6249.54,72.68
2024-10-05,GA,67,3793.16,72.48
2024-10-05,IL,85,5072.73,73.75
2024-10-05,MI,44,2793.32,38.69
2024-10-05,NC,50,2810.88,27.92
2024-10-05,NY,113,6884.53,179.66
2024-10-05,OH,61,3726.31,33.81
2024-10-05,PA,66,3896.07,117.23
2024-10-05,TX,118,7448.46,209.81
2024-10-06,CA,183,10817.88,121.59
2024-10-06,FL,108,6162.8,143.82
2024-10-06,GA,70,4148.94,91.05
2024-10-06,IL,78,4456.52,50.37
2024-10-06,MI,42,2586.47,33.69
2024-10-06,NC,55,3169.78,72.76
2024-10-06,NY,124,7150.33,100.8
2024-10-06,OH,65,3835.21,98.25
2024-10-06,PA,69,3911.33,110.42
2024-10-06,TX,114,7048.59,170.28
2024-10-07,CA,148,9033.47,228.36
2024-10-07,FL,87,5387.3,118.89
2024-10-07,GA,52,2992.56,62.39
2024-10-07,IL,68,4189.82,111.8
2024-10-07,MI,32,1845.34,28.18
2024-10-07,NC,43,2519.17,32.13
2024-10-07,NY,96,5615.74,144.91
2024-10-07,OH,53,3152.39,52.12
2024-10-07,PA,57,3255.99,86.17
2024-10-07,TX,91,5751.87,125.05
2024-10-08,CA,146,8627.14,84.78
2024-10-08,FL,88,5076.51,81.58
2024-10-08,GA,54,3050.5,29.1
2024-10-08,IL,76,4797.01,74.66
2024-10-08,MI,36,2212.45,43.24
2024-10-08,NC,45,2694.92,71.34
2024-10-08,NY,107,6160.53,120.59
2024-10-08,OH,50,3037.65,63.08
2024-10-08,PA,57,3646.58,32.11
2024-10-08,TX,96,5453.42,172.79
2024-10-09,CA,157,9231.02,256.29
2024-10-09,FL,97,5594.58,77.29
2024-10-09,GA,50,2948.42,48.34
2024-10-09,IL,72,4319.97,126.18
2024-10-09,MI,34,2021.68,42.26
2024-10-09,NC,56,3504.36,58.2
2024-10-09,NY,104,6209.42,175.03
2024-10-09,OH,55,3414.42,55.12
2024-10-09,PA,64,3646.77,83.62
2024-10-09,TX,93,5657.89,79.2
2024-10-10,CA,158,9783.57,280.38
2024-10-10,FL,95,5508.12,64.39
2024-10-10,GA,57,3528.4,83.1
2024-10-10,IL,71,4208.1,106.09
2024-10-10,MI,37,2128.59,44.57
2024-10-10,NC,54,3454.28,66.68
2024-10-10,NY,115,6841.45,194.07
2024-10-10,OH,54,3159.8,50.42
2024-10-10,PA,60,3730.13,40.03
2024-10-10,TX,99,5588.97,82.3
2024-10-11,CA,152,9473.99,81.58
2024-10-11,FL,95,5762.52,94.74
2024-10-11,GA,57,3275.61,32.46
2024-10-11,IL,75,4558.53,110.94
2024-10-11,MI,38,2178.27,63.6
2024-10-11,NC,52,3015.61,28.56
2024-10-11,NY,117,6988.16,73.49
2024-10-11,OH,55,3465.96,46.97
2024-10-11,PA,60,3672.63,80.65
2024-10-11,TX,99,5647.03,102.36
2024-10-12,CA,164,9868.33,267.78
2024-10-12,FL,106,5990.14,186.74
2024-10-12,GA,62,3548.49,66.86
2024-10-12,IL,76,4836.71,82.86
2024-10-12,MI,39,2405.82,31.66
2024-10-12,NC,54,3130.55,92.21
2024-10-12,NY,125,7871.54,199.7
2024-10-12,OH,64,3716.37,97.57
2024-10-12,PA,71,4219.05,62.25
2024-10-12,TX,106,6405.55,69.45
2024-10-13,CA,171,10260.17,206.76
2024-10-13,FL,108,6559.97,153.12
2024-10-13,GA,74,4689.56,127.7
2024-10-13,IL,91,5509.4,116.83
2024-10-13,MI,39,2322.27,22.85
2024-10-13,NC,61,3719.13,63.17
2024-10-13,NY,125,7530.39,100.39
2024-10-13,OH,64,3643.91,64.26
2024-10-13,PA,72,4038.72,100.04
2024-10-13,TX,118,7112.98,208.59
2024-10-14,CA,139,8194.33,230.94
2024-10-14,FL,102,6257.2,83.74
2024-10-14,GA,54,3280.63,27.83
2024-10-14,IL,75,4407.5,101.24
2024-10-14,MI,31,1869.15,20.65
2024-10-14,NC,47,2844.37,51.94
2024-10-14,NY,109,6154.02,153.15
2024-10-14,OH,52,2930.8,62.1
2024-10-14,PA,57,3611.75,48.64
2024-10-14,TX,93,5682.66,138.63
2024-10-15,CA,144,8647.26,110.05
2024-10-15,FL,92,5787.06,86.82
2024-10-15,GA,53,3187.63,61.22
2024-10-15,IL,76,4729.58,101.38
2024-10-15,MI,31,1823.9,41.69
2024-10-15,NC,54,3189.15,45.79
2024-10-15,NY,111,6757.25,143.15
2024-10-15,OH,56,3238.02,52.76
2024-10-15,PA,61,3598.08,76.35
2024-10-15,TX,110,6738.99,117.85
2024-10-16,CA,154,9020.77,156.71
2024-10-16,FL,102,6170.89,171.56
2024-10-16,GA,63,3718.71,97.59
2024-10-16,IL,79,4935.35,94.03
2024-10-16,MI,33,1873.85,48.92
2024-10-16,NC,54,3236.99,52.77
2024-10-16,NY,106,6594.96,77.11
2024-10-16,OH,58,3478.46,45.99
2024-10-16,PA,58,3488.42,30.34
2024-10-16,TX,105,5975.13,66.28
2024-10-17,CA,152,8751.67,115.42
2024-10-17,FL,105,6331.55,94.95
2024-10-17,GA,55,3144.67,51.92
2024-10-17,IL,77,4566.03,114.02
2024-10-17,MI,36,2232.34,23.72
2024-10-17,NC,49,2857.0,54.13
2024-10-17,NY,100,5933.79,145.74
2024-10-17,OH,57,3345.74,88.22
2024-10-17,PA,62,3682.01,35.01
2024-10-17,TX,107,6648.85,169.97
2024-10-18,CA,153,9786.2,253.68
2024-10-18,FL,106,6523.7,168.71
2024-10-18,GA,60,3692.59,54.35
2024-10-18,IL,78,4834.24,57.97
2024-10-18,MI,36,2219.93,40.14
2024-10-18,NC,54,3161.65,35.86
2024-10-18,NY,114,6459.6,114.14
2024-10-18,OH,53,3286.63,80.51
2024-10-18,PA,61,3493.82,57.66
2024-10-18,TX,112,6593.46,154.15
2024-10-19,CA,172,9749.1,156.89
2024-10-19,FL,102,6057.5,94.4
2024-10-19,GA,64,3910.66,57.99
2024-10-19,IL,90,5227.62,122.89
2024-10-19,MI,38,2295.32,23.09
2024-10-19,NC,64,3823.89,103.34
2024-10-19,NY,133,8121.16,89.82
2024-10-19,OH,63,3588.93,78.46
2024-10-19,PA,67,3822.72,45.66
2024-10-19,TX,109,6819.28,73.25
2024-10-20,CA,179,10512.52,214.62
2024-10-20,FL,109,6612.44,59.8
2024-10-20,GA,68,3810.56,36.97
2024-10-20,IL,89,4994.13,121.65
2024-10-20,MI,38,2279.06,29.38
2024-10-20,NC,63,3671.69,69.25
2024-10-20,NY,134,7684.35,188.87
2024-10-20,OH,70,4046.77,89.2
2024-10-20,PA,72,4597.33,74.7
2024-10-20,TX,128,8105.74,198.4
2024-10-21,CA,147,8860.2,223.72
2024-10-21,FL,96,5958.83,127.77
2024-10-21,GA,50,3028.01,87.16
2024-10-21,IL,64,3916.76,103.02
2024-10-21,MI,33,2084.87,54.42
2024-10-21,NC,57,3298.09,33.48
2024-10-21,NY,115,7174.51,119.68
2024-10-21,OH,56,3554.95,44.74
2024-10-21,PA,57,3432.88,89.0
2024-10-21,TX,99,5646.68,158.53
2024-10-22,CA,138,8262.29,200.06
2024-10-22,FL,98,6048.85,51.35
2024-10-22,GA,57,3365.77,101.57
2024-10-22,IL,76,4601.61,132.48
2024-10-22,MI,33,1874.49,29.14
2024-10-22,NC,52,3224.8,44.1
2024-10-22,NY,121,6931.18,102.69
2024-10-22,OH,56,3324.95,81.0
2024-10-22,PA,57,3427.36,54.97
2024-10-22,TX,106,6078.59,174.81
2024-10-23,CA,147,9211.35,183.95
2024-10-23,FL,85,4772.53,145.75
2024-10-23,GA,56,3173.46,70.18
2024-10-23,IL,83,4905.56,145.56
2024-10-23,MI,32,1984.4,26.06
2024-10-23,NC,56,3319.42,49.53
2024-10-23,NY,114,6654.59,144.15
2024-10-23,OH,56,3496.85,67.17
2024-10-23,PA,61,3837.31,90.09
2024-10-23,TX,110,6888.7,64.28
2024-10-24,CA,141,8444.34,143.05
2024-10-24,FL,99,6110.92,61.78
2024-10-24,GA,56,3544.53,31.6
2024-10-24,IL,74,4603.57,127.67
2024-10-24,MI,31,1764.55,24.24
2024-10-24,NC,58,3500.49,53.33
2024-10-24,NY,123,6936.4,200.18
2024-10-24,OH,56,3458.35,51.82
2024-10-24,PA,62,3839.76,108.53
2024-10-24,TX,115,6802.19,142.48
2024-10-25,CA,152,8665.35,201.43
2024-10-25,FL,101,5927.34,75.5
2024-10-25,GA,59,3406.08,86.82
2024-10-25,IL,81,4771.24,135.4
2024-10-25,MI,35,2239.0,38.77
2024-10-25,NC,55,3474.52,87.59
2024-10-25,NY,125,7611.11,66.68
2024-10-25,OH,60,3621.41,33.88
2024-10-25,PA,63,3868.69,45.82
2024-10-25,TX,111,6782.64,133.94
2024-10-26,CA,174,10994.39,265.82
2024-10-26,FL,110,6376.75,58.29
2024-10-26,GA,60,3570.48,82.5
2024-10-26,IL,82,4627.28,131.81
2024-10-26,MI,38,2264.01,56.76
2024-10-26,NC,58,3613.24,54.3
2024-10-26,NY,123,7043.93,114.75
2024-10-26,OH,66,3869.42,54.04
2024-10-26,PA,71,4341.3,41.72
2024-10-26,TX,122,7415.11,185.39
2024-10-27,CA,164,10096.87,108.08
2024-10-27,FL,118,6674.09,92.34
2024-10-27,GA,65,4147.54,74.35
2024-10-27,IL,89,5107.67,119.93
2024-10-27,MI,38,2221.02,61.5
2024-10-27,NC,61,3848.07,69.97
2024-10-27,NY,137,7715.31,111.85
2024-10-27,OH,66,4029.13,65.17
2024-10-27,PA,77,4389.12,60.86
2024-10-27,TX,128,7514.34,67.77
2024-10-28,CA,130,7334.53,210.62
2024-10-28,FL,90,5158.64,156.57
2024-10-28,GA,55,3124.52,68.15
2024-10-28,IL,68,4315.46,53.6
2024-10-28,MI,28,1629.94,39.55
2024-10-28,NC,53,3362.67,38.78
2024-10-28,NY,108,6348.18,65.73
2024-10-28,OH,50,2998.78,62.55
2024-10-28,PA,61,3865.81,48.92
2024-10-28,TX,101,6432.63,106.56
2024-10-29,CA,136,8073.79,131.41
2024-10-29,FL,98,6069.64,123.01
2024-10-29,GA,57,3263.19,78.52
2024-10-29,IL,69,4010.76,49.05
2024-10-29,MI,35,2076.89,23.59
2024-10-29,NC,52,2964.51,79.6
2024-10-29,NY,122,6924.24,149.22
2024-10-29,OH,55,3143.35,45.68
2024-10-29,PA,66,4164.59,36.5
2024-10-29,TX,107,6417.85,112.3
2024-10-30,CA,154,9572.99,145.68
2024-10-30,FL,97,5760.11,106.68
2024-10-30,GA,58,3706.82,92.63
2024-10-30,IL,69,4159.88,81.22
2024-10-30,MI,32,1955.68,31.6
2024-10-30,NC,51,3002.68,43.4
2024-10-30,NY,116,6543.07,157.09
2024-10-30,OH,60,3412.94,67.67
2024-10-30,PA,64,3650.51,87.9
2024-10-30,TX,112,6409.95,152.98
2024-10-31,CA,146,8387.03,258.48
2024-10-31,FL,95,5821.68,90.85
2024-10-31,GA,59,3717.59,50.83
2024-10-31,IL,77,4497.56,66.94
2024-10-31,MI,31,1741.95,45.6
2024-10-31,NC,58,3267.86,59.8
2024-10-31,NY,116,6640.56,159.32
2024-10-31,OH,60,3712.74,54.46
2024-10-31,PA,65,3844.9,82.51
2024-10-31,TX,100,6039.9,166.68
2024-11-01,CA,145,8192.43,1340.41
2024-11-01,FL,107,6114.13,116.25
2024-11-01,GA,63,3976.8,64.56
2024-11-01,IL,75,4217.85,43.75
2024-11-01,MI,36,2039.61,43.2
2024-11-01,NC,62,3515.94,93.82
2024-11-01,NY,124,7113.46,1276.52
2024-11-01,OH,58,3547.5,71.46
2024-11-01,PA,67,4203.74,111.39
2024-11-01,TX,121,6959.75,1174.67
2024-11-02,CA,160,9183.84,1548.33
2024-11-02,FL,105,6328.05,164.56
2024-11-02,GA,69,3965.98,76.92
2024-11-02,IL,88,5592.0,147.75
2024-11-02,MI,36,2026.41,52.18
2024-11-02,NC,59,3441.86,45.45
2024-11-02,NY,133,8466.34,1309.58
2024-11-02,OH,65,3886.68,97.05
2024-11-02,PA,74,4425.43,72.58
2024-11-02,TX,129,8067.32,1199.97
2024-11-03,CA,181,10669.61,1948.47
2024-11-03,FL,121,6934.82,197.47
2024-11-03,GA,68,3858.57,60.95
2024-11-03,IL,87,5248.58,48.41
2024-11-03,MI,34,1940.01,50.81
2024-11-03,NC,62,3512.16,39.48
2024-11-03,NY,145,8480.66,1347.86
2024-11-03,OH,71,3983.78,95.1
2024-11-03,PA,79,4863.65,107.48
2024-11-03,TX,119,7563.48,1259.88
2024-11-04,CA,148,9258.65,1327.07
2024-11-04,FL,97,5638.23,127.19
2024-11-04,GA,47,2789.63,46.97
2024-11-04,IL,79,4745.11,102.28
2024-11-04,MI,30,1712.33,38.17
2024-11-04,NC,54,3309.83,83.76
2024-11-04,NY,109,6229.31,946.83
2024-11-04,OH,59,3625.2,46.19
2024-11-04,PA,61,3784.39,96.24
2024-11-04,TX,97,5501.6,788.43
2024-11-05,CA,156,9914.39,1272.15
2024-11-05,FL,103,6329.45,101.4
2024-11-05,GA,53,3288.09,48.53
2024-11-05,IL,69,4150.17,45.92
2024-11-05,MI,34,1944.41,22.2
2024-11-05,NC,54,3413.86,75.86
2024-11-05,NY,118,7310.34,1223.88
2024-11-05,OH,54,3275.23,58.84
2024-11-05,PA,63,3557.95,32.95
2024-11-05,TX,99,5568.74,992.54
2024-11-06,CA,153,9270.0,1666.07
2024-11-06,FL,104,6125.86,170.78
2024-11-06,GA,60,3553.23,70.25
2024-11-06,IL,73,4330.61,95.74
