date,state,orders,revenue,ad_spend
2024-09-17,TX,79,4710.07,115.7
2024-09-18,CA,119,6834.56,86.12
2024-09-18,FL,98,6146.51,77.45
2024-09-18,GA,84,5233.37,116.68
2024-09-18,IL,76,4795.01,132.03
2024-09-18,MI,48,2817.65,75.25
2024-09-18,NC,48,3063.67,51.77
2024-09-18,NY,103,6483.08,178.25
2024-09-18,OH,48,2971.97,61.68
2024-09-18,PA,63,3671.51,61.16
2024-09-18,TX,95,5894.35,102.52
2024-09-19,CA,130,7828.1,201.93
2024-09-19,FL,108,6803.73,117.79
2024-09-19,GA,67,4094.58,58.62
2024-09-19,IL,72,4482.78,85.76
2024-09-19,MI,49,2787.54,41.8
2024-09-19,NC,45,2627.35,26.65
2024-09-19,NY,95,5793.73,99.2
2024-09-19,OH,56,3281.61,43.41
2024-09-19,PA,58,3320.15,31.72
2024-09-19,TX,76,4647.36,90.71
2024-09-20,CA,117,6560.82,167.98
2024-09-20,FL,99,6259.15,75.71
2024-09-20,GA,74,4696.11,54.03
2024-09-20,IL,91,5438.68,85.75
2024-09-20,MI,47,2964.49,33.71
2024-09-20,NC,45,2609.07,61.74
2024-09-20,NY,126,7156.81,119.52
2024-09-20,OH,54,3395.04,92.27
2024-09-20,PA,62,3810.56,74.92
2024-09-20,TX,99,6127.97,115.75
2024-09-21,CA,150,8604.07,259.04
2024-09-21,FL,103,6283.76,166.97
2024-09-21,GA,75,4356.26,59.44
2024-09-21,IL,82,5022.5,43.07
2024-09-21,MI,58,3441.0,79.38
2024-09-21,NC,46,2672.57,63.65
2024-09-21,NY,127,7306.32,77.59
2024-09-21,OH,68,4151.57,86.18
2024-09-21,PA,66,3767.32,66.87
2024-09-21,TX,111,7099.12,137.58
2024-09-22,CA,126,7300.5,119.84
2024-09-22,FL,100,6298.65,161.75
2024-09-22,GA,89,5064.4,73.83
2024-09-22,IL,93,5699.31,53.14
2024-09-22,MI,50,3001.32,83.09
2024-09-22,NC,58,3704.38,103.47
2024-09-22,NY,138,7988.5,138.7
2024-09-22,OH,66,3946.85,50.8
2024-09-22,PA,68,4206.37,60.9
2024-09-22,TX,91,5508.34,145.61
2024-09-23,CA,79,4667.91,67.41
2024-09-23,FL,88,5003.79,89.15
2024-09-23,GA,64,4089.62,66.03
2024-09-23,IL,91,5256.27,126.13
2024-09-23,MI,43,2622.34,75.46
2024-09-23,NC,40,2536.08,71.4
2024-09-23,NY,102,6084.42,65.53
2024-09-23,OH,51,3047.69,81.69
2024-09-23,PA,61,3760.17,53.68
2024-09-23,TX,76,4499.55,66.92
2024-09-24,CA,79,4617.17,44.34
2024-09-24,FL,84,4871.53,45.16
2024-09-24,GA,69,3977.3,43.43
2024-09-24,IL,88,5562.47,111.06
2024-09-24,MI,51,2862.26,67.76
2024-09-24,NC,40,2499.14,67.84
2024-09-24,NY,120,7572.17,169.32
2024-09-24,OH,42,2478.85,50.9
2024-09-24,PA,63,3783.81,78.63
2024-09-24,TX,68,3854.07,108.4
2024-09-25,CA,121,7166.92,177.41
2024-09-25,FL,100,6379.73,52.18
2024-09-25,GA,73,4164.43,41.55
2024-09-25,IL,78,4958.59,130.85
2024-09-25,MI,53,3061.26,42.8
2024-09-25,NC,56,3166.78,44.47
2024-09-25,NY,98,6030.59,159.17
2024-09-25,OH,49,2946.56,68.19
2024-09-25,PA,62,3805.02,51.53
2024-09-25,TX,83,4842.25,112.34
2024-09-26,CA,115,6451.79,140.03
2024-09-26,FL,105,6392.89,61.91
2024-09-26,GA,74,4660.84,118.02
2024-09-26,IL,90,5190.43,97.02
2024-09-26,MI,48,2878.59,62.28
2024-09-26,NC,49,2818.37,53.87
2024-09-26,NY,112,6946.25,141.48
2024-09-26,OH,48,3051.92,50.34
2024-09-26,PA,51,3108.66,85.7
2024-09-26,TX,92,5778.09,61.74
2024-09-27,CA,125,7975.73,179.73
2024-09-27,FL,113,7182.41,94.01
2024-09-27,GA,77,4902.49,124.38
2024-09-27,IL,88,5173.18,92.06
2024-09-27,MI,52,3165.26,93.39
2024-09-27,NC,50,3078.88,27.34
2024-09-27,NY,140,7962.66,207.46
2024-09-27,OH,56,3302.19,95.34
2024-09-27,PA,56,3401.79,44.42
2024-09-27,TX,78,4525.9,118.49
2024-09-28,CA,122,6853.14,199.71
2024-09-28,FL,118,7109.24,108.39
2024-09-28,GA,86,5378.39,93.82
2024-09-28,IL,97,5792.75,78.72
2024-09-28,MI,52,2950.62,67.27
2024-09-28,NC,45,2578.35,29.6
2024-09-28,NY,123,7243.25,77.74
2024-09-28,OH,55,3182.96,95.3
2024-09-28,PA,58,3317.87,69.58
2024-09-28,TX,89,5414.03,152.06
2024-09-29,CA,144,8420.04,88.21
2024-09-29,FL,108,6881.17,125.06
2024-09-29,GA,91,5213.39,123.08
2024-09-29,IL,83,5122.31,146.88
2024-09-29,MI,61,3584.57,106.41
2024-09-29,NC,60,3475.21,102.89
2024-09-29,NY,128,7411.82,117.9
2024-09-29,OH,58,3568.35,59.89
2024-09-29,PA,73,4522.93,109.62
2024-09-29,TX,119,6674.23,123.24
2024-09-30,CA,103,6361.22,169.13
2024-09-30,FL,108,6201.37,76.5
2024-09-30,GA,68,4055.01,39.69
2024-09-30,IL,74,4403.8,47.42
2024-09-30,MI,41,2330.87,63.58
2024-09-30,NC,46,2916.91,33.29
2024-09-30,NY,101,5859.18,117.64
2024-09-30,OH,43,2652.36,25.33
2024-09-30,PA,55,3393.77,82.42
2024-09-30,TX,83,4975.12,94.4
2024-10-01,CA,124,7477.04,176.54
2024-10-01,FL,101,6053.75,75.36
2024-10-01,GA,77,4746.54,127.21
2024-10-01,IL,61,3709.89,85.18
2024-10-01,MI,55,3131.91,88.59
2024-10-01,NC,41,2302.45,70.02
2024-10-01,NY,117,7457.32,128.13
2024-10-01,OH,47,2671.96,71.57
2024-10-01,PA,57,3536.74,59.21
2024-10-01,TX,84,5344.21,77.67
2024-10-02,CA,98,5505.76,149.05
2024-10-02,FL,79,4437.99,110.63
2024-10-02,GA,69,4206.13,41.46
2024-10-02,IL,83,5292.08,49.06
2024-10-02,MI,49,2974.62,67.9
2024-10-02,NC,54,3324.64,79.0
2024-10-02,NY,101,6036.33,137.73
2024-10-02,OH,59,3702.88,52.31
2024-10-02,PA,57,3399.96,34.56
2024-10-02,TX,80,4650.04,112.07
2024-10-03,CA,105,5979.6,135.33
2024-10-03,FL,111,7093.75,151.4
2024-10-03,GA,71,4267.17,42.37
2024-10-03,IL,75,4217.31,134.3
2024-10-03,MI,50,3048.89,38.6
2024-10-03,NC,42,2572.18,67.6
2024-10-03,NY,112,6760.17,158.72
2024-10-03,OH,42,2668.18,74.39
2024-10-03,PA,63,3565.48,65.84
2024-10-03,TX,82,5046.56,86.79
2024-10-04,CA,105,5942.65,105.04
2024-10-04,FL,107,6543.05,164.68
2024-10-04,GA,86,5147.98,62.83
2024-10-04,IL,72,4454.56,123.94
2024-10-04,MI,52,3318.17,90.73
2024-10-04,NC,40,2311.36,68.0
2024-10-04,NY,127,7803.68,128.97
2024-10-04,OH,50,3052.21,37.01
2024-10-04,PA,57,3530.63,73.74
2024-10-04,TX,102,5994.04,146.05
2024-10-05,CA,128,7355.61,108.92
2024-10-05,FL,118,7491.24,145.66
2024-10-05,GA,89,5531.94,69.45
2024-10-05,IL,92,5387.27,70.12
2024-10-05,MI,56,3403.4,49.13
2024-10-05,NC,49,2744.12,28.72
2024-10-05,NY,134,7980.88,115.91
2024-10-05,OH,60,3483.67,83.79
2024-10-05,PA,62,3761.3,59.58
2024-10-05,TX,111,6398.35,111.7
2024-10-06,CA,99,5926.39,111.67
2024-10-06,FL,136,7941.79,91.53
2024-10-06,GA,94,5437.78,168.22
2024-10-06,IL,95,5724.6,143.29
2024-10-06,MI,62,3619.37,61.78
2024-10-06,NC,44,2705.28,76.7
2024-10-06,NY,156,9264.92,233.82
2024-10-06,OH,61,3579.31,33.45
2024-10-06,PA,74,4674.19,51.03
2024-10-06,TX,126,7304.44,191.35
2024-10-07,CA,101,6344.97,99.48
2024-10-07,FL,109,6841.48,110.23
2024-10-07,GA,74,4191.83,114.42
2024-10-07,IL,76,4504.51,131.25
2024-10-07,MI,48,2882.3,49.27
2024-10-07,NC,43,2583.39,61.27
2024-10-07,NY,99,5893.18,111.18
2024-10-07,OH,51,3002.07,68.56
2024-10-07,PA,55,3295.75,73.46
2024-10-07,TX,102,5996.69,164.56
2024-10-08,CA,113,6401.72,127.71
2024-10-08,FL,99,5665.24,159.67
2024-10-08,GA,81,4647.89,118.47
2024-10-08,IL,72,4205.39,64.29
2024-10-08,MI,50,2901.05,76.7
2024-10-08,NC,48,3048.49,65.45
2024-10-08,NY,132,7781.12,145.85
2024-10-08,OH,54,3070.27,57.9
2024-10-08,PA,70,4180.41,88.21
2024-10-08,TX,109,6278.91,84.18
2024-10-09,CA,107,6537.78,74.63
2024-10-09,FL,123,7004.82,91.58
2024-10-09,GA,73,4509.32,125.52
2024-10-09,IL,93,5831.18,112.43
2024-10-09,MI,50,2953.95,54.81
2024-10-09,NC,46,2613.28,72.59
2024-10-09,NY,130,7529.78,163.42
2024-10-09,OH,45,2615.03,70.52
2024-10-09,PA,60,3590.69,32.37
2024-10-09,TX,106,6130.42,107.28
2024-10-10,CA,113,7032.34,117.47
2024-10-10,FL,121,7155.92,213.5
2024-10-10,GA,74,4658.59,127.42
2024-10-10,IL,88,5427.46,156.96
2024-10-10,MI,49,3088.99,49.22
2024-10-10,NC,55,3428.91,82.35
2024-10-10,NY,140,8865.94,153.76
2024-10-10,OH,51,3042.15,31.51
2024-10-10,PA,67,3849.31,94.71
2024-10-10,TX,119,7225.32,94.65
2024-10-11,CA,82,4771.89,130.89
2024-10-11,FL,99,5713.55,73.08
2024-10-11,GA,76,4647.32,56.44
2024-10-11,IL,86,5089.25,84.13
2024-10-11,MI,46,2923.32,35.1
2024-10-11,NC,42,2462.79,46.48
2024-10-11,NY,133,8446.89,72.35
2024-10-11,OH,55,3154.17,70.1
2024-10-11,PA,73,4271.26,52.92
2024-10-11,TX,121,7621.78,62.0
2024-10-12,CA,125,7692.75,68.46
2024-10-12,FL,131,7708.64,186.36
2024-10-12,GA,102,5782.37,72.73
2024-10-12,IL,84,5212.65,115.75
2024-10-12,MI,51,3183.82,77.93
2024-10-12,NC,51,2996.57,80.2
2024-10-12,NY,130,7299.81,233.84
2024-10-12,OH,57,3273.58,59.47
2024-10-12,PA,76,4601.29,108.87
2024-10-12,TX,118,7240.65,156.45
2024-10-13,CA,115,7346.01,79.44
2024-10-13,FL,116,6630.85,99.69
2024-10-13,GA,90,5652.11,73.76
2024-10-13,IL,89,5449.91,107.37
2024-10-13,MI,59,3646.0,72.68
2024-10-13,NC,55,3153.02,91.23
2024-10-13,NY,149,8688.01,96.1
2024-10-13,OH,75,4266.29,57.31
2024-10-13,PA,92,5712.19,156.58
2024-10-13,TX,110,6658.33,171.97
2024-10-14,CA,94,5691.56,57.57
2024-10-14,FL,102,5872.64,70.21
2024-10-14,GA,75,4508.25,71.55
2024-10-14,IL,68,3823.42,105.68
2024-10-14,MI,44,2684.34,33.52
2024-10-14,NC,51,2930.49,55.17
2024-10-14,NY,122,6950.76,201.62
2024-10-14,OH,45,2657.47,59.29
2024-10-14,PA,54,3212.41,76.92
2024-10-14,TX,107,6822.54,88.91
2024-10-15,CA,100,6374.06,112.04
2024-10-15,FL,100,6137.22,156.93
2024-10-15,GA,80,4743.74,119.65
2024-10-15,IL,63,3618.27,57.31
2024-10-15,MI,54,3060.91,95.88
2024-10-15,NC,49,2788.89,25.06
2024-10-15,NY,135,8347.22,217.7
2024-10-15,OH,51,2863.72,55.02
2024-10-15,PA,58,3396.76,103.51
2024-10-15,TX,105,6270.11,151.98
2024-10-16,CA,99,5986.32,72.23
2024-10-16,FL,113,7075.31,61.05
2024-10-16,GA,79,4967.1,108.82
2024-10-16,IL,95,5556.99,132.93
2024-10-16,MI,60,3625.08,65.49
2024-10-16,NC,51,3029.59,53.57
2024-10-16,NY,121,7262.45,144.02
2024-10-16,OH,53,3270.34,58.87
2024-10-16,PA,57,3208.39,79.06
2024-10-16,TX,93,5679.56,79.68
2024-10-17,CA,106,6257.94,179.01
2024-10-17,FL,109,6569.59,188.04
2024-10-17,GA,76,4274.85,129.45
2024-10-17,IL,80,4673.79,70.08
2024-10-17,MI,47,2874.46,37.25
2024-10-17,NC,39,2310.62,62.92
2024-10-17,NY,139,8103.7,170.82
2024-10-17,OH,54,3337.67,69.52
2024-10-17,PA,70,4313.53,71.03
2024-10-17,TX,113,6753.88,146.98
2024-10-18,CA,120,7356.69,148.07
2024-10-18,FL,119,6858.52,210.56
2024-10-18,GA,84,4728.56,104.37
2024-10-18,IL,92,5866.46,155.27
2024-10-18,MI,52,3291.76,92.91
2024-10-18,NC,52,3113.31,52.05
2024-10-18,NY,129,7601.65,146.21
2024-10-18,OH,42,2577.04,50.12
2024-10-18,PA,56,3535.06,58.04
2024-10-18,TX,91,5182.11,68.95
2024-10-19,CA,116,6653.8,179.55
2024-10-19,FL,130,8188.07,197.95
2024-10-19,GA,93,5390.53,80.19
2024-10-19,IL,90,5400.97,101.46
2024-10-19,MI,55,3182.38,49.99
2024-10-19,NC,48,2768.65,78.48
2024-10-19,NY,135,7564.57,154.04
2024-10-19,OH,73,4118.31,43.82
2024-10-19,PA,66,4136.71,78.61
2024-10-19,TX,115,6584.51,204.88
2024-10-20,CA,99,5664.16,112.77
2024-10-20,FL,115,7118.78,89.64
2024-10-20,GA,89,5231.63,144.12
2024-10-20,IL,96,6139.25,115.46
2024-10-20,MI,55,3234.83,94.69
2024-10-20,NC,46,2659.65,35.79
2024-10-20,NY,147,8630.51,98.97
2024-10-20,OH,57,3246.9,58.58
2024-10-20,PA,71,4078.95,91.64
2024-10-20,TX,105,5895.98,150.57
2024-10-21,CA,117,6703.0,164.16
2024-10-21,FL,88,5601.56,135.23
2024-10-21,GA,79,4592.76,55.68
2024-10-21,IL,79,4722.79,52.54
2024-10-21,MI,48,2693.87,46.12
2024-10-21,NC,36,2061.54,25.85
2024-10-21,NY,107,6832.8,112.34
2024-10-21,OH,56,3304.06,83.73
2024-10-21,PA,54,3059.51,40.73
2024-10-21,TX,92,5279.15,119.56
2024-10-22,CA,98,6064.1,96.74
2024-10-22,FL,119,6837.81,157.91
2024-10-22,GA,78,4794.82,87.43
2024-10-22,IL,73,4572.59,88.63
2024-10-22,MI,46,2614.12,72.92
2024-10-22,NC,40,2515.98,24.79
2024-10-22,NY,124,7346.12,127.59
2024-10-22,OH,60,3419.38,54.4
2024-10-22,PA,58,3698.92,68.12
2024-10-22,TX,105,6275.07,114.65
2024-10-23,CA,107,6618.19,146.3
2024-10-23,FL,118,7297.97,69.43
2024-10-23,GA,80,4678.24,41.02
2024-10-23,IL,78,4524.23,111.39
2024-10-23,MI,51,2935.6,69.71
2024-10-23,NC,36,2024.99,18.51
2024-10-23,NY,103,6191.76,162.87
2024-10-23,OH,64,3861.83,71.8
2024-10-23,PA,53,3189.44,73.49
2024-10-23,TX,90,5451.86,161.23
2024-10-24,CA,102,5779.12,127.67
2024-10-24,FL,115,6872.95,106.67
2024-10-24,GA,94,5714.09,85.91
2024-10-24,IL,88,5499.74,79.9
2024-10-24,MI,50,2831.86,71.77
2024-10-24,NC,39,2395.2,67.23
2024-10-24,NY,102,6196.64,74.43
2024-10-24,OH,57,3217.35,57.45
2024-10-24,PA,57,3557.15,75.55
2024-10-24,TX,108,6835.3,54.46
2024-10-25,CA,93,5665.98,95.5
2024-10-25,FL,123,6889.66,115.86
2024-10-25,GA,85,5217.55,114.85
2024-10-25,IL,88,5127.88,49.23
2024-10-25,MI,50,2908.58,53.8
2024-10-25,NC,45,2653.58,27.92
2024-10-25,NY,131,8230.89,67.1
2024-10-25,OH,57,3564.57,63.79
2024-10-25,PA,55,3382.91,39.63
2024-10-25,TX,101,5747.32,125.09
2024-10-26,CA,86,4950.44,104.66
2024-10-26,FL,122,7116.72,109.51
2024-10-26,GA,86,5093.64,102.29
2024-10-26,IL,86,5464.95,128.57
2024-10-26,MI,53,3130.6,61.3
2024-10-26,NC,42,2401.07,38.75
2024-10-26,NY,118,7134.38,96.88
2024-10-26,OH,61,3441.43,91.23
2024-10-26,PA,68,4168.17,107.66
2024-10-26,TX,119,7504.26,108.06
2024-10-27,CA,125,7397.95,103.64
2024-10-27,FL,137,8261.18,236.23
2024-10-27,GA,92,5715.58,150.6
2024-10-27,IL,93,5248.73,143.89
2024-10-27,MI,58,3516.57,56.66
2024-10-27,NC,50,3192.13,33.32
2024-10-27,NY,122,7627.42,78.4
2024-10-27,OH,65,4024.83,41.68
2024-10-27,PA,66,3722.69,67.68
2024-10-27,TX,118,6744.85,125.09
2024-10-28,CA,90,5235.33,90.48
2024-10-28,FL,105,6693.11,66.95
2024-10-28,GA,82,5243.19,68.22
2024-10-28,IL,84,5060.46,101.14
2024-10-28,MI,44,2731.94,70.05
2024-10-28,NC,33,1989.58,37.26
2024-10-28,NY,101,5751.54,112.99
2024-10-28,OH,59,3624.42,62.77
2024-10-28,PA,46,2831.9,69.45
2024-10-28,TX,100,6336.97,66.29
2024-10-29,CA,90,5268.89,46.57
2024-10-29,FL,106,5998.53,141.75
2024-10-29,GA,82,4730.91,106.9
2024-10-29,IL,91,5180.95,65.53
2024-10-29,MI,47,3001.29,49.5
2024-10-29,NC,36,2087.63,30.61
2024-10-29,NY,107,6027.17,190.13
2024-10-29,OH,68,3977.32,81.8
2024-10-29,PA,54,3450.46,37.58
2024-10-29,TX,113,6438.66,118.58
2024-10-30,CA,85,5124.93,57.4
2024-10-30,FL,129,7242.27,110.87
2024-10-30,GA,82,4739.31,147.36
2024-10-30,IL,76,4338.49,125.86
2024-10-30,MI,44,2765.24,76.72
2024-10-30,NC,36,2244.34,23.32
2024-10-30,NY,106,6509.17,165.53
2024-10-30,OH,60,3827.66,90.77
2024-10-30,PA,54,3321.93,41.94
2024-10-30,TX,97,5673.12,93.65
2024-10-31,CA,114,6832.54,95.52
2024-10-31,FL,131,8063.77,79.08
2024-10-31,GA,89,5548.11,53.93
2024-10-31,IL,95,5373.24,66.76
2024-10-31,MI,44,2768.74,74.06
2024-10-31,NC,39,2292.33,52.74
2024-10-31,NY,111,6542.24,122.48
2024-10-31,OH,48,2943.75,81.44
2024-10-31,PA,54,3156.99,45.88
2024-10-31,TX,116,6575.52,177.78
2024-11-01,CA,125,7574.02,1275.45
2024-11-01,FL,124,7721.13,119.46
2024-11-01,GA,79,5001.06,75.27
2024-11-01,IL,75,4734.15,71.13
2024-11-01,MI,45,2753.17,68.05
2024-11-01,NC,42,2367.93,63.36
2024-11-01,NY,116,7083.57,977.56
2024-11-01,OH,62,3602.17,71.38
2024-11-01,PA,54,3163.77,46.2
2024-11-01,TX,120,7420.37,971.34
2024-11-02,CA,99,5757.38,950.65
2024-11-02,FL,145,8967.91,233.54
2024-11-02,GA,93,5733.87,92.93
2024-11-02,IL,83,5106.02,107.92
2024-11-02,MI,58,3589.91,101.97
2024-11-02,NC,48,2986.74,33.01
2024-11-02,NY,127,7925.09,1172.51
2024-11-02,OH,66,3828.43,72.26
2024-11-02,PA,65,3926.04,91.15
2024-11-02,TX,135,8095.04,1177.5
2024-11-03,CA,158,9007.02,1324.58
2024-11-03,FL,129,7512.85,144.3
2024-11-03,GA,97,5505.07,148.26
2024-11-03,IL,87,5133.1,127.39
2024-11-03,MI,54,3076.22,31.71
2024-11-03,NC,44,2604.46,62.96
2024-11-03,NY,115,7198.08,1205.09
2024-11-03,OH,60,3469.94,38.99
2024-11-03,PA,62,3734.83,68.79
2024-11-03,TX,127,7156.85,1154.82
2024-11-04,CA,104,5935.92,987.47
2024-11-04,FL,108,6238.19,67.61
2024-11-04,GA,64,3635.81,50.21
2024-11-04,IL,78,4979.01,109.69
2024-11-04,MI,40,2452.42,67.07
2024-11-04,NC,39,2415.66,32.3
2024-11-04,NY,127,7314.18,1172.33
2024-11-04,OH,54,3226.61,87.79
2024-11-04,PA,58,3418.01,90.52
2024-11-04,TX,96,6009.37,899.63
2024-11-05,CA,121,7557.14,1102.57
2024-11-05,FL,118,7339.81,211.41
2024-11-05,GA,77,4871.02,62.96
2024-11-05,IL,67,3862.85,77.25
2024-11-05,MI,44,2783.1,46.1
2024-11-05,NC,39,2285.15,40.1
2024-11-05,NY,114,7105.49,1153.73
2024-11-05,OH,60,3747.8,85.19
2024-11-05,PA,58,3685.32,77.2
2024-11-05,TX,103,5933.66,951.91
2024-11-06,CA,120,7623.88,1071.29
2024-11-06,FL,126,7811.52,210.72
2024-11-06,GA,89,5608.65,94.03
2024-11-06,IL,82,4645.62,135.57
