date,state,orders,revenue,ad_spend
2025-10-29,FL,92,5008,719
2025-10-29,IL,77,5009,618
2025-10-29,PA,68,4026,499
2025-10-29,OH,56,3610,468
2025-10-29,GA,51,3307,565
2025-10-29,NC,56,3221,410
2025-10-29,MI,39,2355,357
2025-10-30,CA,119,6669,1157
2025-10-30,TX,123,7557,996
2025-10-30,NY,124,6909,1221
2025-10-30,FL,82,4679,807
2025-10-30,IL,80,5185,603
2025-10-30,PA,54,3202,487
2025-10-30,OH,44,2713,475
2025-10-30,GA,56,3592,560
2025-10-30,NC,47,2811,419
2025-10-30,MI,41,2497,373
2025-10-31,CA,160,10518,1198
2025-10-31,TX,95,5775,918
2025-10-31,NY,111,6059,1016
2025-10-31,FL,78,5058,771
2025-10-31,IL,62,3800,652
2025-10-31,PA,49,3011,528
2025-10-31,OH,44,2724,418
2025-10-31,GA,65,4215,517
2025-10-31,NC,42,2490,386
2025-10-31,MI,33,1818,336
2025-11-01,CA,169,9482,1296
2025-11-01,TX,136,8929,994
2025-11-01,NY,110,7036,1077
2025-11-01,FL,108,6456,875
2025-11-01,IL,86,4994,553
2025-11-01,PA,84,4678,542
2025-11-01,OH,73,4576,441
2025-11-01,GA,97,6175,541
2025-11-01,NC,48,2600,426
2025-11-01,MI,43,2669,346
2025-11-02,CA,167,10666,1130
2025-11-02,TX,131,7442,942
2025-11-02,NY,186,11297,1118
2025-11-02,FL,117,6407,786
2025-11-02,IL,90,5186,541
2025-11-02,PA,65,4248,507
2025-11-02,OH,57,3144,475
2025-11-02,GA,78,4637,540
2025-11-02,NC,51,3333,371
2025-11-02,MI,41,2290,364
2025-11-03,CA,140,8382,1214
2025-11-03,TX,76,4134,1014
2025-11-03,NY,110,7195,1143
2025-11-03,FL,92,5725,786
2025-11-03,IL,45,2624,577
2025-11-03,PA,52,2884,510
2025-11-03,OH,52,3222,430
2025-11-03,GA,54,2930,521
2025-11-03,NC,46,2554,385
2025-11-03,MI,39,2464,347
2025-11-04,CA,152,9794,1240
2025-11-04,TX,99,6416,974
2025-11-04,NY,152,8472,1102
2025-11-04,FL,96,5385,822
2025-11-04,IL,66,3576,594
2025-11-04,PA,58,3357,482
2025-11-04,OH,50,3145,457
2025-11-04,GA,49,2926,543
2025-11-04,NC,47,2600,376
2025-11-04,MI,29,1581,349
2025-11-05,CA,157,9460,1082
2025-11-05,TX,72,3941,982
2025-11-05,NY,109,6783,1107
2025-11-05,FL,67,3677,805
2025-11-05,IL,77,4219,620
2025-11-05,PA,55,3332,535
2025-11-05,OH,41,2475,515
2025-11-05,GA,52,2870,561
2025-11-05,NC,43,2658,363
2025-11-05,MI,42,2376,322
2025-11-06,CA,136,7897,1213
2025-11-06,TX,90,4963,964
2025-11-06,NY,103,6025,1136
2025-11-06,FL,104,5700,874
2025-11-06,IL,68,3751,588
2025-11-06,PA,55,3337,454
2025-11-06,OH,42,2434,435
2025-11-06,GA,66,4091,568
2025-11-06,NC,46,2882,360
2025-11-06,MI,47,2736,345
2025-11-07,CA,135,8354,1180
2025-11-07,TX,101,6479,972
2025-11-07,NY,104,6332,1169
2025-11-07,FL,95,6241,728
2025-11-07,IL,70,4320,562
2025-11-07,PA,70,4477,509
2025-11-07,OH,48,2997,464
2025-11-07,GA,58,3136,573
2025-11-07,NC,50,2940,381
2025-11-07,MI,44,2392,369
2025-11-08,CA,179,10568,1158
2025-11-08,TX,116,7268,988
2025-11-08,NY,153,8418,1030
2025-11-08,FL,116,7124,808
2025-11-08,IL,77,4770,579
2025-11-08,PA,59,3379,502
2025-11-08,OH,60,3550,439
2025-11-08,GA,72,4308,591
2025-11-08,NC,55,3231,395
2025-11-08,MI,49,2823,349
2025-11-09,CA,183,10443,1232
2025-11-09,TX,124,7808,955
2025-11-09,NY,157,9804,1148
2025-11-09,FL,85,5412,800
2025-11-09,IL,98,5342,626
2025-11-09,PA,87,5598,507
2025-11-09,OH,51,3188,437
2025-11-09,GA,71,3852,557
2025-11-09,NC,51,3132,432
2025-11-09,MI,56,3083,316
2025-11-10,CA,154,9404,1163
2025-11-10,TX,89,5137,943
2025-11-10,NY,114,6386,1142
2025-11-10,FL,84,5050,799
2025-11-10,IL,72,4516,584
2025-11-10,PA,61,3467,458
2025-11-10,OH,51,3123,462
2025-11-10,GA,61,3424,510
2025-11-10,NC,46,2900,377
2025-11-10,MI,41,2669,331
2025-11-11,CA,126,7748,1166
2025-11-11,TX,114,6363,900
2025-11-11,NY,138,7953,1125
2025-11-11,FL,90,5408,813
2025-11-11,IL,64,3500,631
2025-11-11,PA,58,3734,491
2025-11-11,OH,54,3245,425
2025-11-11,GA,53,3366,558
2025-11-11,NC,51,3250,387
2025-11-11,MI,39,2329,337
2025-11-12,CA,153,8452,1217
2025-11-12,TX,112,7008,924
2025-11-12,NY,115,6552,1099
2025-11-12,FL,80,4822,816
2025-11-12,IL,71,4075,624
2025-11-12,PA,52,3181,512
2025-11-12,OH,52,2849,418
2025-11-12,GA,71,4076,573
2025-11-12,NC,45,2919,371
2025-11-12,MI,44,2684,339
2025-11-13,CA,159,10432,1243
2025-11-13,TX,98,5992,905
2025-11-13,NY,134,7842,1082
2025-11-13,FL,95,5894,729
2025-11-13,IL,73,4542,557
2025-11-13,PA,47,2777,494
2025-11-13,OH,45,2527,466
2025-11-13,GA,65,3889,615
2025-11-13,NC,46,2527,411
2025-11-13,MI,42,2657,343
2025-11-14,CA,164,8930,1093
2025-11-14,TX,90,5002,1019
2025-11-14,NY,114,7293,1123
2025-11-14,FL,91,5095,728
2025-11-14,IL,58,3603,612
2025-11-14,PA,56,3215,527
2025-11-14,OH,48,2900,425
2025-11-14,GA,55,3280,597
2025-11-14,NC,48,3138,384
2025-11-14,MI,46,2640,348
2025-11-15,CA,161,10561,1250
2025-11-15,TX,135,7514,872
2025-11-15,NY,149,9609,1179
2025-11-15,FL,104,6672,794
2025-11-15,IL,85,5368,580
2025-11-15,PA,66,3681,554
2025-11-15,OH,44,2493,471
2025-11-15,GA,67,3639,558
2025-11-15,NC,63,3580,408
2025-11-15,MI,55,2989,349
2025-11-16,CA,219,13534,1152
2025-11-16,TX,127,7295,925
2025-11-16,NY,163,9073,1026
2025-11-16,FL,106,5731,758
2025-11-16,IL,88,5634,611
2025-11-16,PA,56,3379,488
2025-11-16,OH,64,3687,462
2025-11-16,GA,84,5336,558
2025-11-16,NC,53,3438,403
2025-11-16,MI,49,2949,348
2025-11-17,CA,148,8754,1233
2025-11-17,TX,95,5605,927
2025-11-17,NY,119,7818,1080
2025-11-17,FL,101,6069,820
2025-11-17,IL,76,4460,597
2025-11-17,PA,46,3026,507
2025-11-17,OH,49,3110,454
2025-11-17,GA,54,3323,587
2025-11-17,NC,47,2726,368
2025-11-17,MI,46,2933,356
2025-11-18,CA,164,9770,1293
2025-11-18,TX,97,6183,887
2025-11-18,NY,147,8745,1137
2025-11-18,FL,90,5075,812
2025-11-18,IL,85,5116,618
2025-11-18,PA,65,3708,498
2025-11-18,OH,50,2914,435
2025-11-18,GA,65,3769,496
2025-11-18,NC,50,3234,414
2025-11-18,MI,41,2404,313
2025-11-19,CA,171,10255,1188
2025-11-19,TX,117,7443,924
2025-11-19,NY,123,7531,1078
2025-11-19,FL,97,5612,755
2025-11-19,IL,78,4499,621
2025-11-19,PA,51,3176,484
2025-11-19,OH,49,3158,455
2025-11-19,GA,46,2636,628
2025-11-19,NC,60,3294,394
2025-11-19,MI,38,2417,337
2025-11-20,CA,130,7243,1066
2025-11-20,TX,86,4680,898
2025-11-20,NY,146,8526,1139
2025-11-20,FL,80,4901,835
2025-11-20,IL,58,3391,534
2025-11-20,PA,57,3440,467
2025-11-20,OH,42,2394,469
2025-11-20,GA,71,4259,579
2025-11-20,NC,41,2343,417
2025-11-20,MI,41,2704,369
2025-11-21,CA,137,8206,1330
2025-11-21,TX,118,7012,1015
2025-11-21,NY,133,7322,1065
2025-11-21,FL,80,4627,730
2025-11-21,IL,64,3872,609
2025-11-21,PA,65,4065,469
2025-11-21,OH,56,3557,436
2025-11-21,GA,57,3215,549
2025-11-21,NC,51,2770,427
2025-11-21,MI,36,2291,344
2025-11-22,CA,152,8365,1174
2025-11-22,TX,103,6451,1125
2025-11-22,NY,119,7602,1085
2025-11-22,FL,141,8701,848
2025-11-22,IL,67,3895,614
2025-11-22,PA,79,4873,470
2025-11-22,OH,67,3966,503
2025-11-22,GA,77,4273,545
2025-11-22,NC,58,3357,410
2025-11-22,MI,48,3134,334
2025-11-23,CA,214,12200,1129
2025-11-23,TX,112,6216,905
2025-11-23,NY,143,8584,1164
2025-11-23,FL,125,6981,883
2025-11-23,IL,73,4472,560
2025-11-23,PA,75,4793,473
2025-11-23,OH,62,3825,451
2025-11-23,GA,63,3982,531
2025-11-23,NC,48,2879,414
2025-11-23,MI,47,3078,340
2025-11-24,CA,116,7218,1212
2025-11-24,TX,100,5472,968
2025-11-24,NY,106,5984,1123
2025-11-24,FL,82,5135,778
2025-11-24,IL,64,4205,541
2025-11-24,PA,60,3644,518
2025-11-24,OH,46,2632,473
2025-11-24,GA,61,3506,562
2025-11-24,NC,40,2279,418
2025-11-24,MI,43,2491,342
2025-11-25,CA,136,8589,1176
2025-11-25,TX,88,5279,951
2025-11-25,NY,123,8037,1111
2025-11-25,FL,62,3508,796
2025-11-25,IL,66,3956,608
2025-11-25,PA,64,3817,475
2025-11-25,OH,38,2249,440
2025-11-25,GA,71,4485,520
2025-11-25,NC,43,2616,415
2025-11-25,MI,43,2360,371
2025-11-26,CA,120,6883,1197
2025-11-26,TX,122,6762,945
2025-11-26,NY,139,8832,1091
2025-11-26,FL,77,4856,880
2025-11-26,IL,70,4200,634
2025-11-26,PA,61,3538,504
2025-11-26,OH,43,2635,454
2025-11-26,GA,56,3436,548
2025-11-26,NC,56,3521,452
2025-11-26,MI,40,2558,365
2025-11-27,CA,121,6969,1181
2025-11-27,TX,107,6643,908
2025-11-27,NY,143,9089,1091
2025-11-27,FL,88,4780,740
2025-11-27,IL,46,2916,612
2025-11-27,PA,58,3634,468
2025-11-27,OH,46,2831,443
2025-11-27,GA,51,2844,514
2025-11-27,NC,46,3007,395
2025-11-27,MI,42,2426,352
2025-11-28,CA,162,9546,1275
2025-11-28,TX,105,6770,844
2025-11-28,NY,121,6734,1080
2025-11-28,FL,91,5637,834
2025-11-28,IL,59,3309,596
2025-11-28,PA,61,3553,488
2025-11-28,OH,50,3086,414
2025-11-28,GA,57,3210,515
2025-11-28,NC,46,2608,426
2025-11-28,MI,44,2529,348
2025-11-29,CA,190,10983,1290
2025-11-29,TX,104,6609,1040
2025-11-29,NY,148,9194,1128
2025-11-29,FL,83,5297,877
2025-11-29,IL,98,5634,585
2025-11-29,PA,66,3838,538
2025-11-29,OH,55,3286,456
2025-11-29,GA,78,5085,583
2025-11-29,NC,55,3376,390
2025-11-29,MI,46,2854,343
2025-11-30,CA,151,8249,1183
2025-11-30,TX,105,5797,989
2025-11-30,NY,151,9151,1094
2025-11-30,FL,129,8413,782
2025-11-30,IL,94,5301,576
2025-11-30,PA,76,4693,495
2025-11-30,OH,63,3836,445
2025-11-30,GA,61,3980,540
2025-11-30,NC,63,4069,394
2025-11-30,MI,56,3694,385
2025-12-01,CA,131,8546,1242
2025-12-01,TX,129,8323,924
2025-12-01,NY,141,7796,1104
2025-12-01,FL,103,6785,797
2025-12-01,IL,60,3916,591
2025-12-01,PA,60,3379,477
2025-12-01,OH,52,3094,459
2025-12-01,GA,61,3833,568
2025-12-01,NC,50,3154,375
2025-12-01,MI,45,2914,381
2025-12-02,CA,160,8807,1136
2025-12-02,TX,100,5569,923
2025-12-02,NY,119,6798,1137
2025-12-02,FL,97,6348,867
2025-12-02,IL,66,3573,646
2025-12-02,PA,51,2792,468
2025-12-02,OH,53,3120,463
2025-12-02,GA,46,2872,549
2025-12-02,NC,48,3120,409
2025-12-02,MI,39,2209,373
2025-12-03,CA,158,9950,1226
2025-12-03,TX,94,5696,920
2025-12-03,NY,106,6569,1112
2025-12-03,FL,98,6180,830
2025-12-03,IL,73,4333,591
2025-12-03,PA,56,3403,490
2025-12-03,OH,57,3424,461
2025-12-03,GA,59,3418,543
2025-12-03,NC,46,2597,399
2025-12-03,MI,40,2405,346
2025-12-04,CA,156,9385,1138
2025-12-04,TX,99,5895,954
2025-12-04,NY,132,7755,1017
2025-12-04,FL,103,6277,739
2025-12-04,IL,78,4272,608
2025-12-04,PA,72,3948,498
2025-12-04,OH,51,3004,448
2025-12-04,GA,63,4142,503
2025-12-04,NC,45,2966,383
2025-12-04,MI,34,2206,374
2025-12-05,CA,128,7929,1264
2025-12-05,TX,84,4887,933
2025-12-05,NY,129,7785,1161
2025-12-05,FL,92,4972,772
2025-12-05,IL,76,4718,604
2025-12-05,PA,48,3066,492
2025-12-05,OH,49,2808,471
2025-12-05,GA,71,3930,533
2025-12-05,NC,50,3160,381
2025-12-05,MI,41,2315,348
2025-12-06,CA,186,11378,1209
2025-12-06,TX,124,7798,936
2025-12-06,NY,139,7868,1123
2025-12-06,FL,119,7146,790
2025-12-06,IL,81,5085,654
2025-12-06,PA,64,3973,531
2025-12-06,OH,57,3176,467
2025-12-06,GA,72,4148,534
2025-12-06,NC,75,4842,418
2025-12-06,MI,57,3370,337
2025-12-07,CA,124,8097,1204
2025-12-07,TX,113,6534,877
2025-12-07,NY,142,8309,1116
2025-12-07,FL,116,7446,755
2025-12-07,IL,81,5157,645
2025-12-07,PA,78,5118,484
2025-12-07,OH,57,3244,446
2025-12-07,GA,79,5140,588
2025-12-07,NC,61,3824,393
2025-12-07,MI,52,3228,363
2025-12-08,CA,119,6695,1126
2025-12-08,TX,103,6253,874
2025-12-08,NY,93,5394,1114
2025-12-08,FL,96,6264,798
2025-12-08,IL,74,4884,596
2025-12-08,PA,51,3124,502
2025-12-08,OH,53,3213,498
2025-12-08,GA,62,3745,523
2025-12-08,NC,45,2707,412
2025-12-08,MI,39,2565,350
2025-12-09,CA,116,7537,1222
2025-12-09,TX,95,5771,986
2025-12-09,NY,126,7198,1130
2025-12-09,FL,110,6491,779
2025-12-09,IL,75,4392,622
2025-12-09,PA,61,3773,475
2025-12-09,OH,48,3065,434
2025-12-09,GA,73,4372,542
2025-12-09,NC,54,3026,431
2025-12-09,MI,40,2600,330
2025-12-10,CA,126,6893,1178
2025-12-10,TX,128,8364,969
2025-12-10,NY,112,6602,1019
2025-12-10,FL,101,6311,776
2025-12-10,IL,81,4737,602
2025-12-10,PA,50,3070,475
2025-12-10,OH,43,2325,453
2025-12-10,GA,61,3682,549
2025-12-10,NC,47,2548,454
2025-12-10,MI,45,2865,326
2025-12-11,CA,157,8659,1185
2025-12-11,TX,108,6514,975
2025-12-11,NY,128,7522,1060
2025-12-11,FL,87,5288,829
2025-12-11,IL,76,4728,599
2025-12-11,PA,62,3987,470
2025-12-11,OH,50,2928,440
2025-12-11,GA,59,3193,547
2025-12-11,NC,52,3079,421
2025-12-11,MI,43,2765,328
2025-12-12,CA,165,8994,1241
2025-12-12,TX,107,6918,1043
2025-12-12,NY,117,6422,1103
2025-12-12,FL,115,6988,761
2025-12-12,IL,88,5084,614
2025-12-12,PA,64,4034,492
2025-12-12,OH,47,2581,428
2025-12-12,GA,64,4097,567
2025-12-12,NC,38,2203,427
2025-12-12,MI,41,2700,340
2025-12-13,CA,177,11627,1130
2025-12-13,TX,140,8969,967
2025-12-13,NY,134,8771,1179
2025-12-13,FL,97,5272,842
2025-12-13,IL,81,4851,693
2025-12-13,PA,57,3373,547
2025-12-13,OH,56,3082,420
2025-12-13,GA,63,3941,517
2025-12-13,NC,63,3940,406
2025-12-13,MI,44,2543,329
2025-12-14,CA,184,10617,1204
2025-12-14,TX,118,6560,979
2025-12-14,NY,159,9644,1155
2025-12-14,FL,114,6640,805
2025-12-14,IL,97,5616,622
2025-12-14,PA,64,3754,514
2025-12-14,OH,74,4800,475
2025-12-14,GA,87,4875,545
2025-12-14,NC,57,3284,407
2025-12-14,MI,48,2842,350
2025-12-15,CA,130,7140,1233
2025-12-15,TX,102,6273,986
2025-12-15,NY,115,6358,1080
2025-12-15,FL,85,4929,892
2025-12-15,IL,59,3419,563
2025-12-15,PA,50,3216,540
2025-12-15,OH,52,3008,448
2025-12-15,GA,66,3813,544
2025-12-15,NC,63,3622,388
2025-12-15,MI,39,2376,331
2025-12-16,CA,151,9633,1258
2025-12-16,TX,99,6016,965
2025-12-16,NY,109,6778,1062
2025-12-16,FL,69,4108,769
2025-12-16,IL,69,3967,569
2025-12-16,PA,53,3368,457
2025-12-16,OH,44,2710,464
2025-12-16,GA,63,3943,590
2025-12-16,NC,50,3294,392
2025-12-16,MI,37,2223,352
2025-12-17,CA,176,10652,1156
2025-12-17,TX,107,6928,907
2025-12-17,NY,104,5722,1082
2025-12-17,FL,98,5709,742
2025-12-17,IL,70,4606,593
2025-12-17,PA,54,3404,477
2025-12-17,OH,56,3031,445
2025-12-17,GA,62,3734,583
2025-12-17,NC,43,2552,387
2025-12-17,MI,35,2137,369
2025-12-18,CA,133,7221,1200
2025-12-18,TX,113,7406,980
2025-12-18,NY,150,8355,1187
2025-12-18,FL,91,5140,841
2025-12-18,IL,61,3615,604
2025-12-18,PA,55,3168,479
2025-12-18,OH,51,3274,440
2025-12-18,GA,55,3078,517
2025-12-18,NC,53,2973,398
2025-12-18,MI,45,2948,369
2025-12-19,CA,149,8376,1261
2025-12-19,TX,93,5055,911
2025-12-19,NY,114,6966,1076
2025-12-19,FL,80,4518,840
2025-12-19,IL,69,3778,545
2025-12-19,PA,67,3768,530
2025-12-19,OH,46,2629,472
2025-12-19,GA,67,4132,524
2025-12-19,NC,41,2503,384
2025-12-19,MI,35,2149,378
2025-12-20,CA,195,11226,1114
2025-12-20,TX,121,6728,937
2025-12-20,NY,162,9104,1132
2025-12-20,FL,110,6492,755
2025-12-20,IL,92,5173,622
2025-12-20,PA,61,3766,471
2025-12-20,OH,69,4131,450
2025-12-20,GA,80,4753,568
2025-12-20,NC,66,3572,406
2025-12-20,MI,57,3737,374
2025-12-21,CA,157,9768,1198
